subject,item,condition,ID,ffd,sfd,gzd,tvt,gpt,skp,rgi,rgo,exp,wordtype,wordtype3,divergence,pred.raw
44,32,3,32.3,192,NA,192,756,1008,1,0,1,SCB,Ortho_control,3,139.5,1
44,33,1,33.1,204,NA,368,368,368,1,0,0,SCB,Target,2,139.5,0.1
44,34,2,34.2,175,175,175,175,175,1,0,0,SCB,Pseudohomophone,1,139.5,1
44,35,3,35.3,333,333,333,527,333,1,1,0,SCB,Ortho_control,3,139.5,0.7
44,36,1,36.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,0.3
44,37,2,37.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,139.5,1
44,38,3,38.3,393,393,393,393,393,1,0,0,SCB,Ortho_control,3,139.5,0.5
44,39,1,39.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,0
44,40,2,40.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,139.5,0.9
44,41,3,41.3,266,266,266,1052,266,1,1,0,SCB,Ortho_control,3,139.5,0.5
44,43,2,43.2,239,239,239,239,239,1,0,0,SCB,Pseudohomophone,1,139.5,0.7
44,44,3,44.3,442,NA,1236,1236,1236,1,0,0,SCB,Ortho_control,3,139.5,0.3
44,45,1,45.1,171,171,171,171,171,1,0,0,SCB,Target,2,139.5,1
44,46,2,46.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,139.5,0.9
44,47,3,47.3,162,NA,352,352,352,1,0,0,SCB,Ortho_control,3,139.5,0.9
44,48,1,48.1,NA,NA,NA,295,NA,0,1,0,SCB,Target,2,139.5,1
44,49,2,49.2,287,287,287,414,287,1,1,0,SCB,Pseudohomophone,1,139.5,0
44,50,3,50.3,297,297,297,297,297,1,0,0,SCB,Ortho_control,3,139.5,0.5
44,51,1,51.1,265,265,265,265,265,1,0,0,SCB,Target,2,139.5,0.3
44,52,2,52.2,272,272,272,496,272,1,1,0,SCB,Pseudohomophone,1,139.5,1
44,53,3,53.3,254,254,254,254,254,1,0,0,SCB,Ortho_control,3,139.5,0.8
44,54,1,54.1,280,280,280,280,280,1,0,0,SCB,Target,2,139.5,0.7
44,55,2,55.2,NA,NA,NA,188,NA,0,1,0,SCB,Pseudohomophone,1,139.5,0.7
44,56,3,56.3,NA,NA,NA,313,NA,0,1,0,SCB,Ortho_control,3,139.5,0.1
44,57,1,57.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,0.2
44,58,2,58.2,263,263,263,486,263,1,1,0,SCB,Pseudohomophone,1,139.5,0.7
44,59,3,59.3,404,404,404,404,710,1,0,1,SCB,Ortho_control,3,139.5,0
44,60,1,60.1,180,180,180,180,180,1,0,0,SCB,Target,2,139.5,0.3
44,61,2,61.2,NA,NA,NA,640,NA,0,1,0,SCB,Pseudohomophone,1,139.5,0.1
44,62,3,62.3,389,389,389,389,389,1,0,0,SCB,Ortho_control,3,139.5,1
44,63,1,63.1,385,385,385,385,385,1,0,0,SCB,Target,2,139.5,0
44,64,2,64.2,304,304,304,304,304,1,0,0,SCB,Pseudohomophone,1,139.5,1
44,65,3,65.3,386,NA,654,654,839,1,0,1,SCB,Ortho_control,3,139.5,1
44,66,1,66.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,1
44,67,2,67.2,NA,NA,NA,211,NA,0,1,0,SCB,Pseudohomophone,1,139.5,0.9
44,69,1,69.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,0.7
44,70,2,70.2,247,247,247,486,247,1,1,0,SCB,Pseudohomophone,1,139.5,0.9
44,71,3,71.3,367,367,367,638,367,1,1,0,SCB,Ortho_control,3,139.5,0.9
44,72,1,72.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,0.9
44,73,2,73.2,382,382,382,382,382,1,0,0,SCB,Pseudohomophone,1,139.5,0.9
44,74,3,74.3,181,NA,458,458,458,1,0,0,SCB,Ortho_control,3,139.5,0.6
44,75,1,75.1,347,347,347,347,347,1,0,0,SCB,Target,2,139.5,0.8
44,76,2,76.2,238,238,238,238,238,1,0,0,SCB,Pseudohomophone,1,139.5,0.9
44,77,3,77.3,365,365,365,365,365,1,0,0,SCB,Ortho_control,3,139.5,0.9
44,78,1,78.1,346,346,346,346,346,1,0,0,SCB,Target,2,139.5,0.9
44,79,2,79.2,325,325,325,325,325,1,0,0,SCB,Pseudohomophone,1,139.5,0.4
44,80,3,80.3,289,289,289,289,289,1,0,0,SCB,Ortho_control,3,139.5,0.8
44,81,1,81.1,218,218,218,218,218,1,0,0,SCB,Target,2,139.5,1
44,82,2,82.2,184,184,184,184,184,1,0,0,SCB,Pseudohomophone,1,139.5,0.7
44,83,3,83.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,139.5,1
44,84,1,84.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,0.5
44,85,2,85.2,232,232,232,232,479,1,0,1,SCB,Pseudohomophone,1,139.5,1
44,86,3,86.3,NA,NA,NA,299,NA,0,1,0,SCB,Ortho_control,3,139.5,0.2
44,87,1,87.1,216,216,216,216,216,1,0,0,SCB,Target,2,139.5,0.7
44,88,2,88.2,262,262,262,262,262,1,0,0,SCB,Pseudohomophone,1,139.5,0.7
44,89,3,89.3,223,223,223,223,223,1,0,0,SCB,Ortho_control,3,139.5,0.8
44,90,1,90.1,NA,NA,NA,311,NA,0,1,0,SCB,Target,2,139.5,1
44,91,2,91.2,185,185,185,185,185,1,0,0,SCB,Pseudohomophone,1,139.5,0
44,92,3,92.3,NA,NA,NA,245,NA,0,1,0,SCB,Ortho_control,3,139.5,0.5
44,93,1,93.1,273,273,273,273,273,1,0,0,SCB,Target,2,139.5,0.7
44,95,3,95.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,139.5,0.6
44,96,1,96.1,189,NA,354,354,354,1,0,0,SCB,Target,2,139.5,0
44,97,2,97.2,184,184,184,184,184,1,0,0,SCB,Pseudohomophone,1,139.5,0.6
44,98,3,98.3,241,241,241,241,241,1,0,0,SCB,Ortho_control,3,139.5,0.7
44,99,1,99.1,219,219,219,219,333,1,0,1,SCB,Target,2,139.5,0.8
44,100,2,100.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,139.5,1
44,101,3,101.3,495,495,495,495,495,1,0,0,SCB,Ortho_control,3,139.5,1
44,102,1,102.1,302,302,302,302,302,1,0,0,SCB,Target,2,139.5,0.9
44,103,2,103.2,286,286,286,286,286,1,0,0,SCB,Pseudohomophone,1,139.5,0.4
44,104,3,104.3,495,495,495,495,809,1,0,1,SCB,Ortho_control,3,139.5,0.5
44,105,1,105.1,302,302,302,302,302,1,0,0,SCB,Target,2,139.5,0.6
44,106,2,106.2,145,NA,145,822,989,1,0,1,SCB,Pseudohomophone,1,139.5,1
44,108,1,108.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,1
44,109,2,109.2,589,589,589,589,589,1,0,0,SCB,Pseudohomophone,1,139.5,0.2
44,110,3,110.3,424,424,424,424,424,1,0,0,SCB,Ortho_control,3,139.5,0.4
44,111,1,111.1,210,210,210,210,210,1,0,0,SCB,Target,2,139.5,0.7
44,112,2,112.2,427,427,427,427,427,1,0,0,SCB,Pseudohomophone,1,139.5,1
44,113,3,113.3,430,430,430,1137,430,1,1,0,SCB,Ortho_control,3,139.5,0.8
44,114,1,114.1,270,270,270,270,270,1,0,0,SCB,Target,2,139.5,1
44,115,2,115.2,323,323,323,323,323,1,0,0,SCB,Pseudohomophone,1,139.5,0
44,116,3,116.3,436,436,436,574,436,1,1,0,SCB,Ortho_control,3,139.5,0.8
44,117,1,117.1,333,333,333,333,333,1,0,0,SCB,Target,2,139.5,0.4
44,118,2,118.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,139.5,1
44,119,3,119.3,NA,NA,NA,369,NA,0,1,0,SCB,Ortho_control,3,139.5,0.6
44,120,1,120.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,1
44,121,2,121.2,273,273,273,273,273,1,0,0,SCB,Pseudohomophone,1,139.5,1
44,122,3,122.3,307,307,307,910,307,1,1,0,SCB,Ortho_control,3,139.5,0.8
44,123,1,123.1,348,348,348,348,348,1,0,0,SCB,Target,2,139.5,0.1
44,124,2,124.2,197,197,197,197,197,1,0,0,SCB,Pseudohomophone,1,139.5,0.9
44,125,3,125.3,242,242,242,242,242,1,0,0,SCB,Ortho_control,3,139.5,0.9
44,126,1,126.1,191,191,191,191,191,1,0,0,SCB,Target,2,139.5,0.9
44,127,2,127.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,139.5,0.1
44,129,1,129.1,190,190,190,190,190,1,0,0,SCB,Target,2,139.5,0.8
44,130,2,130.2,139,139,139,139,139,1,0,0,SCB,Pseudohomophone,1,139.5,0.3
44,131,3,131.3,NA,NA,NA,140,NA,0,1,0,SCB,Ortho_control,3,139.5,0.5
44,132,1,132.1,291,291,291,291,291,1,0,0,SCB,Target,2,139.5,0.5
44,133,2,133.2,379,379,379,379,379,1,0,0,SCB,Pseudohomophone,1,139.5,0.7
44,134,3,134.3,NA,NA,NA,171,NA,0,1,0,SCB,Ortho_control,3,139.5,0.8
44,135,1,135.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,0.2
44,136,2,136.2,256,256,256,256,256,1,0,0,SCB,Pseudohomophone,1,139.5,0.9
44,137,3,137.3,403,NA,596,596,596,1,0,0,SCB,Ortho_control,3,139.5,0.9
44,138,1,138.1,228,228,228,228,228,1,0,0,SCB,Target,2,139.5,0.5
44,139,2,139.2,285,NA,506,506,506,1,0,0,SCB,Pseudohomophone,1,139.5,1
44,141,1,141.1,147,147,147,147,147,1,0,0,SCB,Target,2,139.5,0.8
44,142,2,142.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,139.5,1
44,144,1,144.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,1
44,145,2,145.2,183,NA,416,662,416,1,1,0,SCB,Pseudohomophone,1,139.5,0.1
44,146,3,146.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,139.5,0.1
44,147,1,147.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,1
44,148,2,148.2,270,270,270,270,270,1,0,0,SCB,Pseudohomophone,1,139.5,1
44,149,3,149.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,139.5,0.9
44,150,1,150.1,437,437,437,437,437,1,0,0,SCB,Target,2,139.5,0.5
44,151,2,151.2,406,406,406,967,406,1,0,0,SCB,Pseudohomophone,1,139.5,1
44,152,3,152.3,347,347,347,347,347,1,0,0,SCB,Ortho_control,3,139.5,1
44,153,1,153.1,64,NA,64,250,769,1,0,1,SCB,Target,2,139.5,1
44,154,2,154.2,252,NA,564,738,564,1,1,0,SCB,Pseudohomophone,1,139.5,0.8
44,155,3,155.3,273,273,273,273,273,1,0,0,SCB,Ortho_control,3,139.5,0.3
44,156,1,156.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,0.9
44,157,2,157.2,157,NA,157,521,816,1,0,1,SCB,Pseudohomophone,1,139.5,1
44,158,3,158.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,139.5,0.8
44,159,1,159.1,222,222,222,222,222,1,0,0,SCB,Target,2,139.5,1
44,160,2,160.2,215,215,215,215,215,1,0,0,SCB,Pseudohomophone,1,139.5,0.3
44,161,3,161.3,288,288,288,288,288,1,0,0,SCB,Ortho_control,3,139.5,0.7
44,162,1,162.1,208,208,208,208,208,1,0,0,SCB,Target,2,139.5,0.9
44,163,2,163.2,349,349,349,349,349,1,0,0,SCB,Pseudohomophone,1,139.5,0
44,164,3,164.3,265,265,265,265,265,1,0,0,SCB,Ortho_control,3,139.5,0
44,165,1,165.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,139.5,0.9
44,166,2,166.2,NA,NA,NA,122,NA,0,0,0,SCB,Pseudohomophone,1,139.5,0.8
44,167,3,167.3,298,298,298,298,298,1,0,0,SCB,Ortho_control,3,139.5,0.3
44,168,1,168.1,336,336,336,336,336,1,0,0,SCB,Target,2,139.5,0.5
44,169,2,169.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,139.5,0.6
44,170,3,170.3,146,NA,328,328,328,1,0,0,SCB,Ortho_control,3,139.5,1
44,171,1,171.1,241,241,241,894,241,1,1,0,SCB,Target,2,139.5,0.7
44,172,2,172.2,195,195,195,883,195,1,1,0,SCB,Pseudohomophone,1,139.5,1
44,173,3,173.3,443,443,443,443,443,1,0,0,SCB,Ortho_control,3,139.5,0.9
44,175,2,175.2,246,246,246,246,246,1,0,0,SCB,Pseudohomophone,1,139.5,0.8
44,176,3,176.3,232,232,232,232,232,1,0,0,SCB,Ortho_control,3,139.5,0.4
44,177,1,177.1,239,239,239,239,239,1,0,0,SCB,Target,2,139.5,0.6
44,178,2,178.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,139.5,0.7
44,179,3,179.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,139.5,0.6
44,180,1,180.1,NA,NA,NA,135,NA,0,1,0,SCB,Target,2,139.5,0.6
45,1,3,1.3,55,55,55,55,55,1,0,0,SCB,Ortho_control,3,170.5,0
45,2,1,2.1,84,84,84,84,84,1,0,0,SCB,Target,2,170.5,0.2
45,3,2,3.2,150,150,150,300,726,1,1,1,SCB,Pseudohomophone,1,170.5,0.2
45,4,3,4.3,137,137,137,137,137,1,0,0,SCB,Ortho_control,3,170.5,0.9
45,5,1,5.1,147,147,147,147,441,1,0,1,SCB,Target,2,170.5,0.3
45,6,2,6.2,208,208,208,208,208,1,0,0,SCB,Pseudohomophone,1,170.5,0.1
45,7,3,7.3,NA,NA,NA,51,NA,0,0,0,SCB,Ortho_control,3,170.5,0.5
45,8,1,8.1,208,208,208,208,208,1,0,0,SCB,Target,2,170.5,0.3
45,9,2,9.2,176,176,176,176,176,1,0,0,SCB,Pseudohomophone,1,170.5,0.7
45,10,3,10.3,NA,NA,NA,178,NA,0,1,0,SCB,Ortho_control,3,170.5,0.4
45,11,1,11.1,93,93,93,93,93,1,0,0,SCB,Target,2,170.5,0.4
45,12,2,12.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,0.9
45,13,3,13.3,104,104,104,104,104,1,0,0,SCB,Ortho_control,3,170.5,0.7
45,14,1,14.1,112,112,112,112,112,1,0,0,SCB,Target,2,170.5,0.9
45,15,2,15.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,1
45,16,3,16.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,170.5,0
45,17,1,17.1,118,118,118,118,118,1,0,0,SCB,Target,2,170.5,1
45,18,2,18.2,209,209,209,209,209,1,0,0,SCB,Pseudohomophone,1,170.5,0.1
45,20,1,20.1,NA,NA,NA,65,NA,0,0,0,SCB,Target,2,170.5,0
45,21,2,21.2,142,142,142,327,142,1,0,0,SCB,Pseudohomophone,1,170.5,0.5
45,22,3,22.3,87,87,87,358,87,1,1,0,SCB,Ortho_control,3,170.5,0.9
45,23,1,23.1,172,172,172,172,172,1,0,0,SCB,Target,2,170.5,0.8
45,24,2,24.2,153,NA,238,238,238,1,0,0,SCB,Pseudohomophone,1,170.5,0.8
45,25,3,25.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,170.5,0.2
45,26,1,26.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,0.8
45,27,2,27.2,184,184,184,184,184,1,0,0,SCB,Pseudohomophone,1,170.5,0.4
45,28,3,28.3,152,152,152,152,152,1,0,0,SCB,Ortho_control,3,170.5,1
45,29,1,29.1,283,NA,367,367,367,1,0,0,SCB,Target,2,170.5,0.6
45,30,2,30.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,0.4
45,31,3,31.3,220,220,220,220,220,1,0,0,SCB,Ortho_control,3,170.5,0.8
45,32,1,32.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,1
45,33,2,33.2,209,209,209,209,209,1,0,0,SCB,Pseudohomophone,1,170.5,0.1
45,34,3,34.3,160,160,160,160,160,1,0,0,SCB,Ortho_control,3,170.5,1
45,35,1,35.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,0.7
45,36,2,36.2,178,178,178,250,178,1,1,0,SCB,Pseudohomophone,1,170.5,0.3
45,37,3,37.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,170.5,1
45,38,1,38.1,93,93,93,93,93,1,0,0,SCB,Target,2,170.5,0.5
45,39,2,39.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,0
45,40,3,40.3,173,173,173,173,173,1,0,0,SCB,Ortho_control,3,170.5,0.9
45,41,1,41.1,NA,NA,NA,221,NA,0,0,0,SCB,Target,2,170.5,0.5
45,42,2,42.2,746,746,746,746,746,1,0,0,SCB,Pseudohomophone,1,170.5,0.5
45,43,3,43.3,220,220,220,681,220,1,1,0,SCB,Ortho_control,3,170.5,0.7
45,44,1,44.1,118,118,118,118,118,1,0,0,SCB,Target,2,170.5,0.3
45,45,2,45.2,232,232,232,232,232,1,0,0,SCB,Pseudohomophone,1,170.5,1
45,46,3,46.3,151,151,151,151,151,1,0,0,SCB,Ortho_control,3,170.5,0.9
45,47,1,47.1,153,153,153,153,153,1,0,0,SCB,Target,2,170.5,0.9
45,48,2,48.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,1
45,49,3,49.3,183,183,183,183,183,1,0,0,SCB,Ortho_control,3,170.5,0
45,50,1,50.1,272,272,272,272,272,1,0,0,SCB,Target,2,170.5,0.5
45,51,2,51.2,149,149,149,149,149,1,0,0,SCB,Pseudohomophone,1,170.5,0.3
45,52,3,52.3,241,241,241,380,241,1,1,0,SCB,Ortho_control,3,170.5,1
45,53,1,53.1,106,106,106,106,106,1,0,0,SCB,Target,2,170.5,0.8
45,54,2,54.2,244,244,244,244,244,1,0,0,SCB,Pseudohomophone,1,170.5,0.7
45,55,3,55.3,100,100,100,277,100,1,1,0,SCB,Ortho_control,3,170.5,0.7
45,56,1,56.1,137,137,137,137,137,1,0,0,SCB,Target,2,170.5,0.1
45,57,2,57.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,0.2
45,58,3,58.3,267,267,267,500,267,1,1,0,SCB,Ortho_control,3,170.5,0.7
45,59,1,59.1,146,146,146,146,146,1,0,0,SCB,Target,2,170.5,0
45,60,2,60.2,106,106,106,106,106,1,0,0,SCB,Pseudohomophone,1,170.5,0.3
45,61,3,61.3,177,177,177,177,177,1,0,0,SCB,Ortho_control,3,170.5,0.1
45,62,1,62.1,NA,NA,NA,146,NA,0,1,0,SCB,Target,2,170.5,1
45,63,2,63.2,207,207,207,207,207,1,0,0,SCB,Pseudohomophone,1,170.5,0
45,64,3,64.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,170.5,1
45,65,1,65.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,1
45,66,2,66.2,NA,NA,NA,273,NA,0,1,0,SCB,Pseudohomophone,1,170.5,1
45,67,3,67.3,101,NA,268,268,268,1,0,0,SCB,Ortho_control,3,170.5,0.9
45,68,1,68.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,1
45,69,2,69.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,0.7
45,70,3,70.3,195,195,195,195,324,1,0,1,SCB,Ortho_control,3,170.5,0.9
45,71,1,71.1,94,94,94,94,94,1,0,0,SCB,Target,2,170.5,0.9
45,72,2,72.2,198,NA,361,361,361,1,0,0,SCB,Pseudohomophone,1,170.5,0.9
45,73,3,73.3,297,NA,526,680,526,1,1,0,SCB,Ortho_control,3,170.5,0.9
45,74,1,74.1,183,183,183,183,183,1,0,0,SCB,Target,2,170.5,0.6
45,75,2,75.2,333,333,333,333,333,1,0,0,SCB,Pseudohomophone,1,170.5,0.8
45,76,3,76.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,170.5,0.9
45,77,1,77.1,256,NA,328,328,328,1,0,0,SCB,Target,2,170.5,0.9
45,78,2,78.2,162,162,162,162,162,1,0,0,SCB,Pseudohomophone,1,170.5,0.9
45,79,3,79.3,204,204,204,204,204,1,0,0,SCB,Ortho_control,3,170.5,0.4
45,80,1,80.1,220,220,220,220,220,1,0,0,SCB,Target,2,170.5,0.8
45,81,2,81.2,87,87,87,87,87,1,0,0,SCB,Pseudohomophone,1,170.5,1
45,82,3,82.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,170.5,0.7
45,83,1,83.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,1
45,84,2,84.2,81,81,81,81,81,1,0,0,SCB,Pseudohomophone,1,170.5,0.5
45,85,3,85.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,170.5,1
45,86,1,86.1,NA,NA,NA,183,NA,0,1,0,SCB,Target,2,170.5,0.2
45,87,2,87.2,70,70,70,70,70,1,0,0,SCB,Pseudohomophone,1,170.5,0.7
45,88,3,88.3,186,186,186,186,186,1,0,0,SCB,Ortho_control,3,170.5,0.7
45,89,1,89.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,0.8
45,90,2,90.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,1
45,91,3,91.3,133,133,133,373,133,1,1,0,SCB,Ortho_control,3,170.5,0
45,92,1,92.1,117,117,117,117,117,1,0,0,SCB,Target,2,170.5,0.5
45,93,2,93.2,NA,NA,NA,200,NA,0,1,0,SCB,Pseudohomophone,1,170.5,0.7
45,94,3,94.3,141,141,141,141,141,1,0,0,SCB,Ortho_control,3,170.5,0.8
45,95,1,95.1,106,106,106,106,106,1,0,0,SCB,Target,2,170.5,0.6
45,96,2,96.2,166,166,166,166,166,1,0,0,SCB,Pseudohomophone,1,170.5,0
45,97,3,97.3,219,219,219,219,444,1,0,1,SCB,Ortho_control,3,170.5,0.6
45,98,1,98.1,120,120,120,120,120,1,0,0,SCB,Target,2,170.5,0.7
45,99,2,99.2,232,232,232,232,232,1,0,0,SCB,Pseudohomophone,1,170.5,0.8
45,100,3,100.3,NA,NA,NA,40,NA,0,0,0,SCB,Ortho_control,3,170.5,1
45,101,1,101.1,NA,NA,NA,120,NA,0,0,0,SCB,Target,2,170.5,1
45,102,2,102.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,0.9
45,103,3,103.3,257,NA,257,396,610,1,0,1,SCB,Ortho_control,3,170.5,0.4
45,104,1,104.1,189,189,189,189,189,1,0,0,SCB,Target,2,170.5,0.5
45,105,2,105.2,224,NA,224,417,799,1,0,1,SCB,Pseudohomophone,1,170.5,0.6
45,106,3,106.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,170.5,1
45,107,1,107.1,213,NA,419,419,419,1,0,0,SCB,Target,2,170.5,0.4
45,108,2,108.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,1
45,109,3,109.3,201,201,201,201,201,1,0,0,SCB,Ortho_control,3,170.5,0.2
45,110,1,110.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,0.4
45,111,2,111.2,99,99,99,99,99,1,0,0,SCB,Pseudohomophone,1,170.5,0.7
45,112,3,112.3,NA,NA,NA,165,NA,0,1,0,SCB,Ortho_control,3,170.5,1
45,113,1,113.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,0.8
45,114,2,114.2,NA,NA,NA,188,NA,0,0,0,SCB,Pseudohomophone,1,170.5,1
45,115,3,115.3,269,NA,408,408,408,1,0,0,SCB,Ortho_control,3,170.5,0
45,116,1,116.1,164,164,164,164,164,1,0,0,SCB,Target,2,170.5,0.8
45,117,2,117.2,216,NA,320,320,320,1,0,0,SCB,Pseudohomophone,1,170.5,0.4
45,118,3,118.3,92,92,92,92,92,1,0,0,SCB,Ortho_control,3,170.5,1
45,119,1,119.1,NA,NA,NA,256,NA,0,1,0,SCB,Target,2,170.5,0.6
45,120,2,120.2,71,71,71,71,71,1,0,0,SCB,Pseudohomophone,1,170.5,1
45,121,3,121.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,170.5,1
45,122,1,122.1,185,185,185,185,185,1,0,0,SCB,Target,2,170.5,0.8
45,123,2,123.2,198,198,198,198,198,1,0,0,SCB,Pseudohomophone,1,170.5,0.1
45,124,3,124.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,170.5,0.9
45,125,1,125.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,0.9
45,126,2,126.2,78,78,78,78,78,1,0,0,SCB,Pseudohomophone,1,170.5,0.9
45,128,1,128.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,0.4
45,129,2,129.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,0.8
45,130,3,130.3,45,NA,259,259,259,1,0,0,SCB,Ortho_control,3,170.5,0.3
45,131,1,131.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,0.5
45,132,2,132.2,156,156,156,156,156,1,0,0,SCB,Pseudohomophone,1,170.5,0.5
45,133,3,133.3,40,40,40,40,40,1,0,0,SCB,Ortho_control,3,170.5,0.7
45,134,1,134.1,NA,NA,NA,204,NA,0,1,0,SCB,Target,2,170.5,0.8
45,135,2,135.2,117,NA,246,246,246,1,0,0,SCB,Pseudohomophone,1,170.5,0.2
45,136,3,136.3,NA,NA,NA,246,NA,0,1,0,SCB,Ortho_control,3,170.5,0.9
45,137,1,137.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,0.9
45,138,2,138.2,316,316,316,316,316,1,0,0,SCB,Pseudohomophone,1,170.5,0.5
45,139,3,139.3,149,NA,253,428,253,1,1,0,SCB,Ortho_control,3,170.5,1
45,140,1,140.1,106,106,106,106,106,1,0,0,SCB,Target,2,170.5,1
45,141,2,141.2,137,137,137,137,137,1,0,0,SCB,Pseudohomophone,1,170.5,0.8
45,142,3,142.3,194,194,194,194,194,1,0,0,SCB,Ortho_control,3,170.5,1
45,143,1,143.1,160,160,160,160,160,1,0,0,SCB,Target,2,170.5,0.7
45,144,2,144.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,1
45,145,3,145.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,170.5,0.1
45,146,1,146.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,0.1
45,147,2,147.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,170.5,1
45,148,3,148.3,96,96,96,96,96,1,0,0,SCB,Ortho_control,3,170.5,1
45,149,1,149.1,250,250,250,250,250,1,0,0,SCB,Target,2,170.5,0.9
45,150,2,150.2,164,164,164,164,164,1,0,0,SCB,Pseudohomophone,1,170.5,0.5
45,151,3,151.3,196,196,196,196,196,1,0,0,SCB,Ortho_control,3,170.5,1
45,152,1,152.1,71,71,71,71,71,1,0,0,SCB,Target,2,170.5,1
45,153,2,153.2,540,540,540,540,540,1,0,0,SCB,Pseudohomophone,1,170.5,1
45,154,3,154.3,115,NA,585,585,585,1,0,0,SCB,Ortho_control,3,170.5,0.8
45,155,1,155.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,170.5,0.3
