subject,item,condition,ID,ffd,sfd,gzd,tvt,gpt,skp,rgi,rgo,exp,wordtype,wordtype3,divergence,pred.raw
1,1,1,1.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,212,0
1,2,2,2.2,186,186,186,186,186,1,0,0,SCB,Pseudohomophone,1,212,0.2
1,3,3,3.3,218,218,218,218,218,1,0,0,SCB,Ortho_control,3,212,0.2
1,4,1,4.1,214,214,214,214,214,1,0,0,SCB,Target,2,212,0.9
1,5,2,5.2,178,NA,434,434,434,1,0,0,SCB,Pseudohomophone,1,212,0.3
1,6,3,6.3,NA,NA,NA,286,NA,0,1,0,SCB,Ortho_control,3,212,0.1
1,7,1,7.1,NA,NA,NA,525,NA,0,1,0,SCB,Target,2,212,0.5
1,8,2,8.2,NA,NA,NA,379,NA,0,1,0,SCB,Pseudohomophone,1,212,0.3
1,9,3,9.3,192,192,192,666,192,1,0,0,SCB,Ortho_control,3,212,0.7
1,10,1,10.1,219,219,219,219,219,1,0,0,SCB,Target,2,212,0.4
1,11,2,11.2,249,249,249,249,680,1,0,1,SCB,Pseudohomophone,1,212,0.4
1,12,3,12.3,260,260,260,260,260,1,0,0,SCB,Ortho_control,3,212,0.9
1,13,1,13.1,161,161,161,161,161,1,0,0,SCB,Target,2,212,0.7
1,14,2,14.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,0.9
1,15,3,15.3,60,60,60,60,60,1,0,0,SCB,Ortho_control,3,212,1
1,16,1,16.1,386,386,386,386,386,1,0,0,SCB,Target,2,212,0
1,17,2,17.2,164,164,164,164,164,1,0,0,SCB,Pseudohomophone,1,212,1
1,18,3,18.3,239,239,239,239,239,1,0,0,SCB,Ortho_control,3,212,0.1
1,19,1,19.1,94,NA,256,256,256,1,0,0,SCB,Target,2,212,0.6
1,20,2,20.2,203,NA,314,314,314,1,0,0,SCB,Pseudohomophone,1,212,0
1,21,3,21.3,263,263,263,263,263,1,0,0,SCB,Ortho_control,3,212,0.5
1,22,1,22.1,222,222,222,222,222,1,0,0,SCB,Target,2,212,0.9
1,23,2,23.2,NA,NA,NA,195,NA,0,1,0,SCB,Pseudohomophone,1,212,0.8
1,24,3,24.3,178,178,178,178,178,1,0,0,SCB,Ortho_control,3,212,0.8
1,25,1,25.1,353,NA,353,613,712,1,0,1,SCB,Target,2,212,0.2
1,26,2,26.2,431,431,431,431,431,1,0,0,SCB,Pseudohomophone,1,212,0.8
1,27,3,27.3,256,NA,372,869,1351,1,0,1,SCB,Ortho_control,3,212,0.4
1,28,1,28.1,233,233,233,466,233,1,1,0,SCB,Target,2,212,1
1,29,2,29.2,NA,NA,NA,258,NA,0,0,0,SCB,Pseudohomophone,1,212,0.6
1,30,3,30.3,NA,NA,NA,203,NA,0,1,0,SCB,Ortho_control,3,212,0.4
1,31,1,31.1,397,397,397,397,397,1,0,0,SCB,Target,2,212,0.8
1,32,2,32.2,NA,NA,NA,415,NA,0,1,0,SCB,Pseudohomophone,1,212,1
1,33,3,33.3,40,NA,40,247,1323,1,0,1,SCB,Ortho_control,3,212,0.1
1,34,1,34.1,56,56,56,56,56,1,0,0,SCB,Target,2,212,1
1,35,2,35.2,228,228,228,228,228,1,0,0,SCB,Pseudohomophone,1,212,0.7
1,36,3,36.3,342,342,342,899,342,1,1,0,SCB,Ortho_control,3,212,0.3
1,37,1,37.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,212,1
1,38,2,38.2,196,196,196,750,196,1,0,0,SCB,Pseudohomophone,1,212,0.5
1,39,3,39.3,NA,NA,NA,877,NA,0,1,0,SCB,Ortho_control,3,212,0
1,40,1,40.1,172,NA,352,352,352,1,0,0,SCB,Target,2,212,0.9
1,42,3,42.3,266,266,266,613,266,1,0,0,SCB,Ortho_control,3,212,0.5
1,43,1,43.1,264,264,264,264,264,1,0,0,SCB,Target,2,212,0.7
1,44,2,44.2,295,NA,295,532,725,1,0,1,SCB,Pseudohomophone,1,212,0.3
1,45,3,45.3,256,NA,857,857,857,1,0,0,SCB,Ortho_control,3,212,1
1,46,1,46.1,223,223,223,223,223,1,0,0,SCB,Target,2,212,0.9
1,47,2,47.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,0.9
1,48,3,48.3,272,NA,542,542,542,1,0,0,SCB,Ortho_control,3,212,1
1,50,2,50.2,206,NA,380,380,380,1,0,0,SCB,Pseudohomophone,1,212,0.5
1,51,3,51.3,256,256,256,256,256,1,0,0,SCB,Ortho_control,3,212,0.3
1,52,1,52.1,NA,NA,NA,158,NA,0,1,0,SCB,Target,2,212,1
1,53,2,53.2,236,236,236,236,236,1,0,0,SCB,Pseudohomophone,1,212,0.8
1,54,3,54.3,NA,NA,NA,179,NA,0,1,0,SCB,Ortho_control,3,212,0.7
1,56,2,56.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,0.1
1,57,3,57.3,276,276,276,438,276,1,1,0,SCB,Ortho_control,3,212,0.2
1,58,1,58.1,239,NA,383,383,383,1,0,0,SCB,Target,2,212,0.7
1,59,2,59.2,207,207,207,424,207,1,1,0,SCB,Pseudohomophone,1,212,0
1,60,3,60.3,279,NA,279,603,707,1,0,1,SCB,Ortho_control,3,212,0.3
1,61,1,61.1,314,314,314,578,314,1,1,0,SCB,Target,2,212,0.1
1,62,2,62.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,1
1,63,3,63.3,336,336,336,336,336,1,0,0,SCB,Ortho_control,3,212,0
1,64,1,64.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,212,1
1,65,2,65.2,557,557,557,557,557,1,0,0,SCB,Pseudohomophone,1,212,1
1,66,3,66.3,NA,NA,NA,514,NA,0,1,0,SCB,Ortho_control,3,212,1
1,68,2,68.2,233,233,233,1122,233,1,1,0,SCB,Pseudohomophone,1,212,1
1,69,3,69.3,180,NA,806,806,806,1,0,0,SCB,Ortho_control,3,212,0.7
1,70,1,70.1,280,280,280,280,280,1,0,0,SCB,Target,2,212,0.9
1,71,2,71.2,114,NA,388,388,388,1,0,0,SCB,Pseudohomophone,1,212,0.9
1,72,3,72.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,212,0.9
1,73,1,73.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,212,0.9
1,74,2,74.2,235,235,235,508,235,1,1,0,SCB,Pseudohomophone,1,212,0.6
1,75,3,75.3,259,NA,424,424,424,1,0,0,SCB,Ortho_control,3,212,0.8
1,76,1,76.1,349,349,349,349,349,1,0,0,SCB,Target,2,212,0.9
1,77,2,77.2,152,NA,232,232,232,1,0,0,SCB,Pseudohomophone,1,212,0.9
1,78,3,78.3,195,NA,394,394,394,1,0,0,SCB,Ortho_control,3,212,0.9
1,79,1,79.1,258,258,258,258,258,1,0,0,SCB,Target,2,212,0.4
1,80,2,80.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,0.8
1,81,3,81.3,332,NA,613,613,613,1,0,0,SCB,Ortho_control,3,212,1
1,82,1,82.1,299,299,299,299,299,1,0,0,SCB,Target,2,212,0.7
1,83,2,83.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,1
1,85,1,85.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,212,1
1,86,2,86.2,233,233,233,233,233,1,0,0,SCB,Pseudohomophone,1,212,0.2
1,87,3,87.3,NA,NA,NA,142,NA,0,1,0,SCB,Ortho_control,3,212,0.7
1,88,1,88.1,160,160,160,160,160,1,0,0,SCB,Target,2,212,0.7
1,89,2,89.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,0.8
1,90,3,90.3,NA,NA,NA,257,NA,0,1,0,SCB,Ortho_control,3,212,1
1,91,1,91.1,249,249,249,249,249,1,0,0,SCB,Target,2,212,0
1,92,2,92.2,153,NA,374,605,374,1,1,0,SCB,Pseudohomophone,1,212,0.5
1,93,3,93.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,212,0.7
1,94,1,94.1,162,162,162,162,349,1,0,1,SCB,Target,2,212,0.8
1,95,2,95.2,256,256,256,729,256,1,1,0,SCB,Pseudohomophone,1,212,0.6
1,96,3,96.3,114,NA,272,272,272,1,0,0,SCB,Ortho_control,3,212,0
1,97,1,97.1,220,220,220,220,220,1,0,0,SCB,Target,2,212,0.6
1,98,2,98.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,0.7
1,99,3,99.3,179,179,179,676,179,1,1,0,SCB,Ortho_control,3,212,0.8
1,100,1,100.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,212,1
1,101,2,101.2,338,338,338,338,338,1,0,0,SCB,Pseudohomophone,1,212,1
1,102,3,102.3,322,322,322,322,322,1,0,0,SCB,Ortho_control,3,212,0.9
1,103,1,103.1,173,173,173,173,173,1,0,0,SCB,Target,2,212,0.4
1,104,2,104.2,444,444,444,444,444,1,0,0,SCB,Pseudohomophone,1,212,0.5
1,106,1,106.1,251,251,251,251,251,1,0,0,SCB,Target,2,212,1
1,107,2,107.2,206,NA,382,382,382,1,0,0,SCB,Pseudohomophone,1,212,0.4
1,108,3,108.3,260,260,260,607,260,1,1,0,SCB,Ortho_control,3,212,1
1,109,1,109.1,242,242,242,242,242,1,0,0,SCB,Target,2,212,0.2
1,110,2,110.2,222,NA,222,943,745,1,1,1,SCB,Pseudohomophone,1,212,0.4
1,111,3,111.3,362,362,362,362,362,1,0,0,SCB,Ortho_control,3,212,0.7
1,112,1,112.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,212,1
1,113,2,113.2,118,NA,402,402,402,1,0,0,SCB,Pseudohomophone,1,212,0.8
1,114,3,114.3,278,278,278,579,278,1,1,0,SCB,Ortho_control,3,212,1
1,115,1,115.1,192,192,192,192,192,1,0,0,SCB,Target,2,212,0
1,116,2,116.2,228,228,228,228,228,1,0,0,SCB,Pseudohomophone,1,212,0.8
1,117,3,117.3,155,155,155,155,155,1,0,0,SCB,Ortho_control,3,212,0.4
1,118,1,118.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,212,1
1,119,2,119.2,223,NA,776,776,776,1,0,0,SCB,Pseudohomophone,1,212,0.6
1,120,3,120.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,212,1
1,121,1,121.1,169,169,169,169,169,1,0,0,SCB,Target,2,212,1
1,122,2,122.2,549,549,549,549,549,1,0,0,SCB,Pseudohomophone,1,212,0.8
1,123,3,123.3,627,627,627,627,627,1,0,0,SCB,Ortho_control,3,212,0.1
1,124,1,124.1,187,187,187,187,187,1,0,0,SCB,Target,2,212,0.9
1,126,3,126.3,427,427,427,427,427,1,0,0,SCB,Ortho_control,3,212,0.9
1,127,1,127.1,183,183,183,183,183,1,0,0,SCB,Target,2,212,0.1
1,128,2,128.2,231,NA,231,569,831,1,0,1,SCB,Pseudohomophone,1,212,0.4
1,129,3,129.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,212,0.8
1,130,1,130.1,206,206,206,206,206,1,0,0,SCB,Target,2,212,0.3
1,131,2,131.2,201,NA,534,1004,534,1,1,0,SCB,Pseudohomophone,1,212,0.5
1,132,3,132.3,NA,NA,NA,145,NA,0,1,0,SCB,Ortho_control,3,212,0.5
1,133,1,133.1,256,256,256,256,256,1,0,0,SCB,Target,2,212,0.7
1,134,2,134.2,NA,NA,NA,195,NA,0,1,0,SCB,Pseudohomophone,1,212,0.8
1,135,3,135.3,229,229,229,699,229,1,1,0,SCB,Ortho_control,3,212,0.2
1,136,1,136.1,36,36,36,36,36,1,0,0,SCB,Target,2,212,0.9
1,137,2,137.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,0.9
1,138,3,138.3,174,174,174,174,174,1,0,0,SCB,Ortho_control,3,212,0.5
1,139,1,139.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,212,1
1,140,2,140.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,1
1,141,3,141.3,75,NA,75,349,521,1,0,1,SCB,Ortho_control,3,212,0.8
1,142,1,142.1,199,199,199,199,199,1,0,0,SCB,Target,2,212,1
1,143,2,143.2,111,NA,719,719,719,1,0,0,SCB,Pseudohomophone,1,212,0.7
1,144,3,144.3,417,417,417,664,417,1,1,0,SCB,Ortho_control,3,212,1
1,145,1,145.1,150,150,150,150,150,1,0,0,SCB,Target,2,212,0.1
1,146,2,146.2,166,166,166,316,166,1,1,0,SCB,Pseudohomophone,1,212,0.1
1,147,3,147.3,NA,NA,NA,139,NA,0,1,0,SCB,Ortho_control,3,212,1
1,149,2,149.2,285,285,285,285,285,1,0,0,SCB,Pseudohomophone,1,212,0.9
1,150,3,150.3,256,256,256,406,868,1,1,1,SCB,Ortho_control,3,212,0.5
1,151,1,151.1,199,199,199,199,199,1,0,0,SCB,Target,2,212,1
1,152,2,152.2,651,651,651,651,651,1,0,0,SCB,Pseudohomophone,1,212,1
1,153,3,153.3,NA,NA,NA,126,NA,0,1,0,SCB,Ortho_control,3,212,1
1,154,1,154.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,212,0.8
1,155,2,155.2,215,NA,215,461,607,1,0,1,SCB,Pseudohomophone,1,212,0.3
1,156,3,156.3,339,339,339,339,339,1,0,0,SCB,Ortho_control,3,212,0.9
1,157,1,157.1,306,306,306,306,306,1,0,0,SCB,Target,2,212,1
1,158,2,158.2,NA,NA,NA,228,NA,0,1,0,SCB,Pseudohomophone,1,212,0.8
1,159,3,159.3,66,NA,401,520,401,1,1,0,SCB,Ortho_control,3,212,1
1,160,1,160.1,208,208,208,208,208,1,0,0,SCB,Target,2,212,0.3
1,161,2,161.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,0.7
1,162,3,162.3,326,326,326,971,326,1,1,0,SCB,Ortho_control,3,212,0.9
1,163,1,163.1,NA,NA,NA,422,NA,0,1,0,SCB,Target,2,212,0
1,164,2,164.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,0
1,165,3,165.3,75,75,75,263,75,1,1,0,SCB,Ortho_control,3,212,0.9
1,166,1,166.1,311,311,311,311,311,1,0,0,SCB,Target,2,212,0.8
1,167,2,167.2,231,231,231,231,231,1,0,0,SCB,Pseudohomophone,1,212,0.3
1,168,3,168.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,212,0.5
1,169,1,169.1,241,241,241,241,241,1,0,0,SCB,Target,2,212,0.6
1,170,2,170.2,198,198,198,198,198,1,0,0,SCB,Pseudohomophone,1,212,1
1,171,3,171.3,93,NA,269,269,269,1,0,0,SCB,Ortho_control,3,212,0.7
1,172,1,172.1,183,183,183,183,183,1,0,0,SCB,Target,2,212,1
1,174,3,174.3,241,241,241,241,241,1,0,0,SCB,Ortho_control,3,212,1
1,175,1,175.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,212,0.8
1,176,2,176.2,319,NA,558,558,558,1,0,0,SCB,Pseudohomophone,1,212,0.4
1,177,3,177.3,145,NA,145,499,751,1,0,1,SCB,Ortho_control,3,212,0.6
1,178,1,178.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,212,0.7
1,179,2,179.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,212,0.6
1,180,3,180.3,NA,NA,NA,184,NA,0,1,0,SCB,Ortho_control,3,212,0.6
2,1,3,1.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,0
2,2,1,2.1,152,152,152,152,152,1,0,0,SCB,Target,2,175.5,0.2
2,3,2,3.2,177,177,177,550,177,1,1,0,SCB,Pseudohomophone,1,175.5,0.2
2,4,3,4.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,0.9
2,5,1,5.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.3
2,6,2,6.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,0.1
2,7,3,7.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,0.5
2,8,1,8.1,207,207,207,433,207,1,0,0,SCB,Target,2,175.5,0.3
2,9,2,9.2,286,286,286,286,286,1,0,0,SCB,Pseudohomophone,1,175.5,0.7
2,10,3,10.3,185,NA,334,334,334,1,0,0,SCB,Ortho_control,3,175.5,0.4
2,11,1,11.1,316,316,316,316,316,1,0,0,SCB,Target,2,175.5,0.4
2,12,2,12.2,254,254,254,484,254,1,1,0,SCB,Pseudohomophone,1,175.5,0.9
2,13,3,13.3,226,226,226,1099,226,1,1,0,SCB,Ortho_control,3,175.5,0.7
2,14,1,14.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.9
2,15,2,15.2,NA,NA,NA,275,NA,0,1,0,SCB,Pseudohomophone,1,175.5,1
2,16,3,16.3,255,255,255,432,255,1,0,0,SCB,Ortho_control,3,175.5,0
2,17,1,17.1,122,122,122,122,122,1,0,0,SCB,Target,2,175.5,1
2,18,2,18.2,281,281,281,281,281,1,0,0,SCB,Pseudohomophone,1,175.5,0.1
2,19,3,19.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,0.6
2,20,1,20.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0
2,21,2,21.2,259,259,259,259,259,1,0,0,SCB,Pseudohomophone,1,175.5,0.5
2,22,3,22.3,169,169,169,169,169,1,0,0,SCB,Ortho_control,3,175.5,0.9
2,23,1,23.1,NA,NA,NA,66,NA,0,1,0,SCB,Target,2,175.5,0.8
2,24,2,24.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,0.8
2,25,3,25.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,0.2
2,26,1,26.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.8
2,27,2,27.2,244,NA,409,409,409,1,0,0,SCB,Pseudohomophone,1,175.5,0.4
2,28,3,28.3,NA,NA,NA,207,NA,0,1,0,SCB,Ortho_control,3,175.5,1
2,29,1,29.1,269,269,269,269,269,1,0,0,SCB,Target,2,175.5,0.6
2,30,2,30.2,225,225,225,225,225,1,0,0,SCB,Pseudohomophone,1,175.5,0.4
2,31,3,31.3,295,295,295,295,295,1,0,0,SCB,Ortho_control,3,175.5,0.8
2,32,1,32.1,187,187,187,187,187,1,0,0,SCB,Target,2,175.5,1
2,33,2,33.2,NA,NA,NA,226,NA,0,1,0,SCB,Pseudohomophone,1,175.5,0.1
2,34,3,34.3,402,NA,524,524,524,1,0,0,SCB,Ortho_control,3,175.5,1
2,35,1,35.1,174,174,174,174,174,1,0,0,SCB,Target,2,175.5,0.7
2,36,2,36.2,174,174,174,174,174,1,0,0,SCB,Pseudohomophone,1,175.5,0.3
2,37,3,37.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,1
2,38,1,38.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.5
2,39,2,39.2,153,153,153,500,153,1,1,0,SCB,Pseudohomophone,1,175.5,0
2,40,3,40.3,177,177,177,348,177,1,1,0,SCB,Ortho_control,3,175.5,0.9
2,41,1,41.1,164,164,164,390,164,1,0,0,SCB,Target,2,175.5,0.5
2,42,2,42.2,226,226,226,226,226,1,0,0,SCB,Pseudohomophone,1,175.5,0.5
2,44,1,44.1,191,191,191,191,191,1,0,0,SCB,Target,2,175.5,0.3
2,45,2,45.2,241,241,241,241,241,1,0,0,SCB,Pseudohomophone,1,175.5,1
2,47,1,47.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.9
2,48,2,48.2,130,130,130,198,130,1,1,0,SCB,Pseudohomophone,1,175.5,1
2,49,3,49.3,NA,NA,NA,183,NA,0,0,0,SCB,Ortho_control,3,175.5,0
2,50,1,50.1,198,198,198,198,198,1,0,0,SCB,Target,2,175.5,0.5
2,51,2,51.2,282,282,282,1623,282,1,1,0,SCB,Pseudohomophone,1,175.5,0.3
2,52,3,52.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,1
2,53,1,53.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.8
2,54,2,54.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,0.7
2,55,3,55.3,367,367,367,482,367,1,0,0,SCB,Ortho_control,3,175.5,0.7
2,56,1,56.1,NA,NA,NA,188,NA,0,1,0,SCB,Target,2,175.5,0.1
2,57,2,57.2,260,260,260,260,260,1,0,0,SCB,Pseudohomophone,1,175.5,0.2
2,58,3,58.3,223,223,223,223,223,1,0,0,SCB,Ortho_control,3,175.5,0.7
2,59,1,59.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0
2,60,2,60.2,198,198,198,198,198,1,0,0,SCB,Pseudohomophone,1,175.5,0.3
2,61,3,61.3,265,265,265,265,265,1,0,0,SCB,Ortho_control,3,175.5,0.1
2,62,1,62.1,196,196,196,196,196,1,0,0,SCB,Target,2,175.5,1
2,63,2,63.2,230,NA,392,1024,392,1,1,0,SCB,Pseudohomophone,1,175.5,0
2,64,3,64.3,83,83,83,906,83,1,1,0,SCB,Ortho_control,3,175.5,1
2,65,1,65.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,1
2,66,2,66.2,174,174,174,174,174,1,0,0,SCB,Pseudohomophone,1,175.5,1
2,67,3,67.3,206,206,206,206,464,1,0,1,SCB,Ortho_control,3,175.5,0.9
2,68,1,68.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,1
2,69,2,69.2,175,175,175,431,175,1,1,0,SCB,Pseudohomophone,1,175.5,0.7
2,70,3,70.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,0.9
2,71,1,71.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.9
2,72,2,72.2,461,461,461,461,461,1,0,0,SCB,Pseudohomophone,1,175.5,0.9
2,73,3,73.3,NA,NA,NA,342,NA,0,1,0,SCB,Ortho_control,3,175.5,0.9
2,74,1,74.1,224,224,224,224,224,1,0,0,SCB,Target,2,175.5,0.6
2,76,3,76.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,0.9
2,77,1,77.1,440,440,440,440,440,1,0,0,SCB,Target,2,175.5,0.9
2,78,2,78.2,276,276,276,276,276,1,0,0,SCB,Pseudohomophone,1,175.5,0.9
2,79,3,79.3,NA,NA,NA,160,NA,0,1,0,SCB,Ortho_control,3,175.5,0.4
2,80,1,80.1,207,207,207,207,207,1,0,0,SCB,Target,2,175.5,0.8
2,81,2,81.2,173,173,173,173,173,1,0,0,SCB,Pseudohomophone,1,175.5,1
2,82,3,82.3,377,NA,377,597,784,1,1,1,SCB,Ortho_control,3,175.5,0.7
2,83,1,83.1,216,216,216,216,216,1,0,0,SCB,Target,2,175.5,1
2,84,2,84.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,0.5
2,85,3,85.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,1
2,86,1,86.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.2
2,87,2,87.2,244,244,244,244,244,1,0,0,SCB,Pseudohomophone,1,175.5,0.7
2,88,3,88.3,263,263,263,1052,263,1,1,0,SCB,Ortho_control,3,175.5,0.7
2,89,1,89.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.8
2,90,2,90.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,1
2,91,3,91.3,202,202,202,506,202,1,1,0,SCB,Ortho_control,3,175.5,0
2,92,1,92.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.5
2,93,2,93.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,0.7
2,94,3,94.3,407,407,407,611,407,1,1,0,SCB,Ortho_control,3,175.5,0.8
2,95,1,95.1,225,NA,383,1256,383,1,0,0,SCB,Target,2,175.5,0.6
2,96,2,96.2,197,197,197,197,197,1,0,0,SCB,Pseudohomophone,1,175.5,0
2,97,3,97.3,279,279,279,279,279,1,0,0,SCB,Ortho_control,3,175.5,0.6
2,98,1,98.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.7
2,99,2,99.2,NA,NA,NA,91,NA,0,1,0,SCB,Pseudohomophone,1,175.5,0.8
2,100,3,100.3,282,282,282,282,282,1,0,0,SCB,Ortho_control,3,175.5,1
2,101,1,101.1,218,218,218,218,218,1,0,0,SCB,Target,2,175.5,1
2,103,3,103.3,224,224,224,1177,224,1,1,0,SCB,Ortho_control,3,175.5,0.4
2,104,1,104.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.5
2,105,2,105.2,321,321,321,321,321,1,0,0,SCB,Pseudohomophone,1,175.5,0.6
2,106,3,106.3,305,305,305,305,305,1,0,0,SCB,Ortho_control,3,175.5,1
2,107,1,107.1,208,208,208,208,208,1,0,0,SCB,Target,2,175.5,0.4
2,108,2,108.2,289,NA,464,464,464,1,0,0,SCB,Pseudohomophone,1,175.5,1
2,109,3,109.3,235,235,235,235,235,1,0,0,SCB,Ortho_control,3,175.5,0.2
2,110,1,110.1,178,178,178,178,178,1,0,0,SCB,Target,2,175.5,0.4
2,111,2,111.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,0.7
2,112,3,112.3,378,378,378,1099,378,1,1,0,SCB,Ortho_control,3,175.5,1
2,113,1,113.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.8
2,114,2,114.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,1
2,115,3,115.3,609,NA,760,1747,760,1,1,0,SCB,Ortho_control,3,175.5,0
2,116,1,116.1,250,250,250,250,250,1,0,0,SCB,Target,2,175.5,0.8
2,117,2,117.2,319,319,319,527,319,1,1,0,SCB,Pseudohomophone,1,175.5,0.4
2,118,3,118.3,NA,NA,NA,NA,NA,0,0,0,SCB,Ortho_control,3,175.5,1
2,119,1,119.1,336,336,336,336,336,1,0,0,SCB,Target,2,175.5,0.6
2,120,2,120.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,1
2,121,3,121.3,212,212,212,212,212,1,0,0,SCB,Ortho_control,3,175.5,1
2,122,1,122.1,NA,NA,NA,NA,NA,0,0,0,SCB,Target,2,175.5,0.8
2,123,2,123.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,0.1
2,124,3,124.3,245,245,245,245,245,1,0,0,SCB,Ortho_control,3,175.5,0.9
2,125,1,125.1,278,278,278,278,278,1,0,0,SCB,Target,2,175.5,0.9
2,126,2,126.2,NA,NA,NA,NA,NA,0,0,0,SCB,Pseudohomophone,1,175.5,0.9
2,127,3,127.3,220,220,220,632,220,1,1,0,SCB,Ortho_control,3,175.5,0.1
2,128,1,128.1,224,224,224,224,224,1,0,0,SCB,Target,2,175.5,0.4
2,129,2,129.2,281,281,281,549,281,1,0,0,SCB,Pseudohomophone,1,175.5,0.8
2,130,3,130.3,392,392,392,392,635,1,0,1,SCB,Ortho_control,3,175.5,0.3
2,131,1,131.1,182,182,182,182,182,1,0,0,SCB,Target,2,175.5,0.5
2,132,2,132.2,NA,NA,NA,303,NA,0,1,0,SCB,Pseudohomophone,1,175.5,0.5
2,133,3,133.3,NA,NA,NA,422,NA,0,1,0,SCB,Ortho_control,3,175.5,0.7
