subject,item,condition,ID,ffd,sfd,gzd,tvt,gpt,skp,rgi,rgo,exp,wordtype,wordtype3,target.freq,relative.freq,word.freq,pred.raw,pred.split,divergence
15,82,2,82.2,204,NA,525,772,525,1,1,0,SCA,Homophone,1,H,H,H,0.9,high,173
15,83,3,83.3,141,141,141,1312,668,1,1,1,SCA,Ortho_control,3,H,H,H,0.1,low,173
15,84,1,84.1,NA,NA,NA,212,NA,0,1,0,SCA,Target,2,H,T,H,0,low,173
15,85,2,85.2,NA,NA,NA,645,NA,0,1,0,SCA,Homophone,1,H,L,L,0.4,high,173
15,86,3,86.3,NA,NA,NA,1004,NA,0,1,0,SCA,Ortho_control,3,H,L,L,0.7,high,173
15,87,1,87.1,244,244,244,244,244,1,0,0,SCA,Target,2,H,T,L,0.3,low,173
15,88,2,88.2,282,NA,411,956,647,1,1,1,SCA,Homophone,1,L,H,L,0.4,high,173
15,89,3,89.3,253,NA,496,496,1325,1,0,1,SCA,Ortho_control,3,L,L,L,0.4,high,173
15,90,1,90.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0.4,high,173
15,91,2,91.2,173,NA,756,756,756,1,0,0,SCA,Homophone,1,H,L,H,0.3,low,173
15,92,3,92.3,NA,NA,NA,198,NA,0,1,0,SCA,Ortho_control,3,H,H,H,0.4,high,173
15,93,1,93.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.2,low,173
15,94,2,94.2,NA,NA,NA,992,NA,0,1,0,SCA,Homophone,1,L,H,H,0.9,high,173
15,95,3,95.3,246,246,246,246,246,1,0,0,SCA,Ortho_control,3,L,L,L,0.2,low,173
15,96,1,96.1,95,95,95,253,288,1,0,1,SCA,Target,2,L,T,L,0.2,low,173
15,97,2,97.2,NA,NA,NA,168,NA,0,1,0,SCA,Homophone,1,H,L,L,0.7,high,173
15,98,3,98.3,203,203,203,203,203,1,0,0,SCA,Ortho_control,3,H,L,L,0.9,high,173
15,99,1,99.1,250,250,250,250,250,1,0,0,SCA,Target,2,H,T,H,0.3,low,173
15,100,2,100.2,320,320,320,538,320,1,1,0,SCA,Homophone,1,H,H,H,0.9,high,173
15,101,3,101.3,349,NA,349,583,1338,1,0,1,SCA,Ortho_control,3,H,H,H,0,low,173
15,102,1,102.1,313,313,313,596,313,1,1,0,SCA,Target,2,H,T,H,0.1,low,173
15,103,2,103.2,143,NA,143,894,1482,1,0,1,SCA,Homophone,1,H,L,L,0.9,high,173
15,104,3,104.3,NA,NA,NA,628,NA,0,1,0,SCA,Ortho_control,3,H,L,L,1,high,173
15,105,1,105.1,208,208,208,208,208,1,0,0,SCA,Target,2,H,T,H,1,high,173
15,106,2,106.2,NA,NA,NA,291,NA,0,1,0,SCA,Homophone,1,L,H,H,0.1,low,173
15,107,3,107.3,NA,NA,NA,455,NA,0,1,0,SCA,Ortho_control,3,L,H,L,0,low,173
15,108,1,108.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0.5,high,173
15,109,2,109.2,172,172,172,384,172,1,1,0,SCA,Homophone,1,H,L,H,0.9,high,173
15,110,3,110.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,H,H,H,0.5,high,173
15,111,1,111.1,NA,NA,NA,138,NA,0,1,0,SCA,Target,2,H,T,H,1,high,173
15,112,2,112.2,NA,NA,NA,780,NA,0,1,0,SCA,Homophone,1,L,H,H,0.5,high,173
15,113,3,113.3,375,375,375,375,582,1,0,1,SCA,Ortho_control,3,L,H,H,0.8,high,173
15,114,1,114.1,207,207,207,207,311,1,0,1,SCA,Target,2,L,T,L,0.4,high,173
15,115,2,115.2,341,341,341,492,341,1,0,0,SCA,Homophone,1,H,L,L,0.2,low,173
15,116,3,116.3,345,NA,608,928,608,1,1,0,SCA,Ortho_control,3,H,L,L,0.5,high,173
15,117,1,117.1,NA,NA,NA,145,NA,0,1,0,SCA,Target,2,H,T,H,0.9,high,173
15,118,2,118.2,220,220,220,760,469,1,1,1,SCA,Homophone,1,H,H,H,0.1,low,173
15,119,3,119.3,NA,NA,NA,637,NA,0,1,0,SCA,Ortho_control,3,H,H,H,0,low,173
15,120,1,120.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0,low,173
15,121,2,121.2,NA,NA,NA,889,NA,0,1,0,SCA,Homophone,1,L,L,L,0.7,high,173
15,122,3,122.3,701,701,701,986,701,1,1,0,SCA,Ortho_control,3,L,H,H,0.3,low,173
15,123,1,123.1,236,236,236,236,236,1,0,0,SCA,Target,2,L,T,L,0.4,high,173
15,125,3,125.3,275,275,275,1076,275,1,1,0,SCA,Ortho_control,3,L,H,H,0.2,low,173
15,126,1,126.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0.1,low,173
15,127,2,127.2,168,168,168,168,168,1,0,0,SCA,Homophone,1,L,L,L,0.7,high,173
15,128,3,128.3,186,186,186,1175,347,1,1,1,SCA,Ortho_control,3,L,L,L,0.1,low,173
15,129,1,129.1,239,239,239,239,239,1,0,0,SCA,Target,2,L,T,L,0.3,low,173
15,130,2,130.2,181,NA,400,1208,400,1,1,0,SCA,Homophone,1,H,H,H,0.7,high,173
15,131,3,131.3,252,252,252,475,252,1,1,0,SCA,Ortho_control,3,H,L,L,0.1,low,173
15,132,1,132.1,150,150,150,150,409,1,0,1,SCA,Target,2,H,T,H,0.5,high,173
15,133,2,133.2,NA,NA,NA,437,NA,0,1,0,SCA,Homophone,1,H,L,H,0.7,high,173
15,134,3,134.3,307,307,307,1179,307,1,1,0,SCA,Ortho_control,3,H,L,L,0.4,high,173
15,135,1,135.1,238,238,238,238,238,1,0,0,SCA,Target,2,H,T,H,0.4,high,173
15,136,2,136.2,NA,NA,NA,285,NA,0,1,0,SCA,Homophone,1,H,H,H,1,high,173
15,137,3,137.3,NA,NA,NA,217,NA,0,1,0,SCA,Ortho_control,3,H,L,H,0.2,low,173
15,138,1,138.1,305,305,305,530,608,1,1,1,SCA,Target,2,H,T,H,0.3,low,173
15,139,2,139.2,216,216,216,549,216,1,1,0,SCA,Homophone,1,H,L,L,0.6,high,173
15,140,3,140.3,NA,NA,NA,350,NA,0,1,0,SCA,Ortho_control,3,H,H,H,0.7,high,173
15,141,1,141.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.1,low,173
15,142,2,142.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,H,0.8,high,173
15,143,3,143.3,NA,NA,NA,722,NA,0,1,0,SCA,Ortho_control,3,L,H,H,0.1,low,173
15,144,1,144.1,413,413,413,413,413,1,0,0,SCA,Target,2,L,T,L,0.9,high,173
15,145,2,145.2,NA,NA,NA,901,NA,0,1,0,SCA,Homophone,1,H,L,L,0.4,high,173
15,146,3,146.3,400,400,400,909,400,1,1,0,SCA,Ortho_control,3,H,L,L,0.3,low,173
15,147,1,147.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.4,high,173
15,148,2,148.2,NA,NA,NA,510,NA,0,1,0,SCA,Homophone,1,L,H,L,0.4,high,173
15,149,3,149.3,NA,NA,NA,676,NA,0,1,0,SCA,Ortho_control,3,L,H,H,0.4,high,173
15,150,1,150.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0,low,173
15,151,2,151.2,NA,NA,NA,288,NA,0,1,0,SCA,Homophone,1,L,L,L,0,low,173
15,153,1,153.1,301,NA,447,447,447,1,0,0,SCA,Target,2,L,T,L,0.1,low,173
15,154,2,154.2,237,237,237,748,237,1,1,0,SCA,Homophone,1,L,H,H,1,high,173
15,155,3,155.3,225,NA,424,904,424,1,0,0,SCA,Ortho_control,3,L,H,H,1,high,173
15,156,1,156.1,246,246,246,493,246,1,1,0,SCA,Target,2,L,T,L,0.4,high,173
15,157,2,157.2,235,235,235,782,235,1,1,0,SCA,Homophone,1,H,L,H,0.4,high,173
15,158,3,158.3,162,162,162,671,162,1,1,0,SCA,Ortho_control,3,H,L,L,0.8,high,173
15,159,1,159.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.3,low,173
15,160,2,160.2,594,594,594,861,594,1,1,0,SCA,Homophone,1,L,H,L,0.2,low,173
15,161,3,161.3,178,NA,373,373,373,1,0,0,SCA,Ortho_control,3,L,H,H,0.4,high,173
15,162,1,162.1,325,325,325,513,325,1,1,0,SCA,Target,2,L,T,L,0,low,173
15,163,2,163.2,202,202,202,906,202,1,1,0,SCA,Homophone,1,H,L,H,0.4,high,173
15,164,3,164.3,335,335,335,1515,335,1,1,0,SCA,Ortho_control,3,H,L,H,0.2,low,173
15,165,1,165.1,343,343,343,343,343,1,0,0,SCA,Target,2,H,T,H,0,low,173
15,166,2,166.2,NA,NA,NA,797,NA,0,1,0,SCA,Homophone,1,H,L,H,0.8,high,173
15,167,3,167.3,NA,NA,NA,NA,NA,0,1,0,SCA,Ortho_control,3,H,L,H,0.1,low,173
15,168,1,168.1,232,232,232,468,422,1,1,1,SCA,Target,2,H,T,H,0,low,173
16,1,2,1.2,471,471,471,471,471,1,0,0,SCA,Homophone,1,L,H,H,0,low,177.5
16,2,3,2.3,268,268,268,268,268,1,0,0,SCA,Ortho_control,3,L,H,L,0,low,177.5
16,3,1,3.1,259,259,259,259,259,1,0,0,SCA,Target,2,L,T,L,0,low,177.5
16,4,2,4.2,392,392,392,392,392,1,0,0,SCA,Homophone,1,H,L,L,0.1,low,177.5
16,6,1,6.1,204,204,204,204,204,1,0,0,SCA,Target,2,H,T,H,0.6,high,177.5
16,7,2,7.2,179,179,179,475,179,1,1,0,SCA,Homophone,1,H,H,H,0.3,low,177.5
16,8,3,8.3,312,312,312,312,312,1,0,0,SCA,Ortho_control,3,H,H,H,0,low,177.5
16,9,1,9.1,171,171,171,171,171,1,0,0,SCA,Target,2,H,T,H,0.2,low,177.5
16,10,2,10.2,259,259,259,259,259,1,0,0,SCA,Homophone,1,L,H,H,0.2,low,177.5
16,11,3,11.3,266,266,266,266,266,1,0,0,SCA,Ortho_control,3,L,H,H,0.3,low,177.5
16,12,1,12.1,324,324,324,324,324,1,0,0,SCA,Target,2,L,T,L,0,low,177.5
16,13,2,13.2,307,307,307,307,307,1,0,0,SCA,Homophone,1,H,L,L,0.3,low,177.5
16,14,3,14.3,309,309,309,309,309,1,0,0,SCA,Ortho_control,3,H,L,L,1,high,177.5
16,15,1,15.1,179,179,179,179,179,1,0,0,SCA,Target,2,H,T,H,0.7,high,177.5
16,16,2,16.2,276,276,276,276,276,1,0,0,SCA,Homophone,1,H,H,H,0.9,high,177.5
16,17,3,17.3,NA,NA,NA,386,NA,0,1,0,SCA,Ortho_control,3,H,H,H,0.8,high,177.5
16,18,1,18.1,208,208,208,208,208,1,0,0,SCA,Target,2,H,T,L,0.8,high,177.5
16,19,2,19.2,264,264,264,264,264,1,0,0,SCA,Homophone,1,H,L,L,1,high,177.5
16,20,3,20.3,322,322,322,322,322,1,0,0,SCA,Ortho_control,3,H,H,H,1,high,177.5
16,22,2,22.2,385,385,385,385,385,1,0,0,SCA,Homophone,1,L,H,H,0.5,high,177.5
16,23,3,23.3,268,268,268,829,268,1,1,0,SCA,Ortho_control,3,L,H,H,0.3,low,177.5
16,24,1,24.1,201,201,201,201,201,1,0,0,SCA,Target,2,L,T,L,0.2,low,177.5
16,25,2,25.2,310,310,310,310,310,1,0,0,SCA,Homophone,1,H,L,L,0,low,177.5
16,26,3,26.3,386,386,386,386,386,1,0,0,SCA,Ortho_control,3,H,H,H,0,low,177.5
16,27,1,27.1,365,365,365,365,365,1,0,0,SCA,Target,2,H,T,H,0,low,177.5
16,28,2,28.2,326,326,326,326,326,1,0,0,SCA,Homophone,1,L,H,L,0.1,low,177.5
16,29,3,29.3,272,NA,442,442,442,1,0,0,SCA,Ortho_control,3,L,H,L,0,low,177.5
16,30,1,30.1,325,325,325,325,325,1,0,0,SCA,Target,2,L,T,L,0,low,177.5
16,31,2,31.2,316,316,316,316,316,1,0,0,SCA,Homophone,1,H,L,L,0.6,high,177.5
16,32,3,32.3,701,701,701,1085,701,1,0,0,SCA,Ortho_control,3,H,L,H,0.1,low,177.5
16,33,1,33.1,278,278,278,278,278,1,0,0,SCA,Target,2,H,T,H,0.9,high,177.5
16,34,2,34.2,214,214,214,214,214,1,0,0,SCA,Homophone,1,L,H,H,0.5,high,177.5
16,35,3,35.3,477,477,477,477,477,1,0,0,SCA,Ortho_control,3,L,H,H,0.9,high,177.5
16,36,1,36.1,145,145,145,145,145,1,0,0,SCA,Target,2,L,T,L,0.4,high,177.5
16,38,3,38.3,155,155,155,608,155,1,1,0,SCA,Ortho_control,3,L,L,L,0.9,high,177.5
16,39,1,39.1,174,174,174,174,174,1,0,0,SCA,Target,2,L,T,L,0.3,low,177.5
16,40,2,40.2,216,216,216,216,216,1,0,0,SCA,Homophone,1,L,H,L,0.3,low,177.5
16,41,3,41.3,572,572,572,572,572,1,0,0,SCA,Ortho_control,3,L,H,L,0.2,low,177.5
16,42,1,42.1,221,221,221,221,221,1,0,0,SCA,Target,2,L,T,L,0,low,177.5
16,43,2,43.2,504,504,504,504,748,1,0,1,SCA,Homophone,1,L,L,L,0.7,high,177.5
16,44,3,44.3,462,462,462,462,462,1,0,0,SCA,Ortho_control,3,L,L,L,0,low,177.5
16,45,1,45.1,179,NA,360,360,360,1,0,0,SCA,Target,2,L,T,L,0.1,low,177.5
16,46,2,46.2,194,194,194,351,194,1,1,0,SCA,Homophone,1,L,H,L,0,low,177.5
16,47,3,47.3,310,310,310,310,310,1,0,0,SCA,Ortho_control,3,L,H,L,0.1,low,177.5
16,48,1,48.1,271,271,271,271,380,1,0,1,SCA,Target,2,L,T,L,0,low,177.5
16,49,2,49.2,317,317,317,317,317,1,0,0,SCA,Homophone,1,L,L,L,0,low,177.5
16,50,3,50.3,206,206,206,438,206,1,1,0,SCA,Ortho_control,3,L,H,H,0.1,low,177.5
16,51,1,51.1,321,321,321,511,321,1,1,0,SCA,Target,2,L,T,L,0.7,high,177.5
16,52,2,52.2,200,200,200,200,200,1,0,0,SCA,Homophone,1,H,H,H,1,high,177.5
16,53,3,53.3,245,245,245,392,245,1,1,0,SCA,Ortho_control,3,H,H,H,0.8,high,177.5
16,54,1,54.1,168,168,168,359,168,1,1,0,SCA,Target,2,H,T,H,1,high,177.5
16,55,2,55.2,373,373,373,373,373,1,0,0,SCA,Homophone,1,L,L,L,0,low,177.5
16,56,3,56.3,186,186,186,186,186,1,0,0,SCA,Ortho_control,3,L,L,L,0.1,low,177.5
16,57,1,57.1,177,NA,177,372,766,1,0,1,SCA,Target,2,L,T,L,0,low,177.5
16,58,2,58.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,H,0.2,low,177.5
16,59,3,59.3,352,352,352,679,352,1,1,0,SCA,Ortho_control,3,L,H,H,0.6,high,177.5
16,60,1,60.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0.8,high,177.5
16,61,2,61.2,NA,NA,NA,253,NA,0,1,0,SCA,Homophone,1,H,L,H,0,low,177.5
16,62,3,62.3,NA,NA,NA,163,NA,0,1,0,SCA,Ortho_control,3,H,L,L,0.9,high,177.5
16,63,1,63.1,276,276,276,276,276,1,0,0,SCA,Target,2,H,T,H,0.9,high,177.5
16,64,2,64.2,233,233,233,498,233,1,1,0,SCA,Homophone,1,H,H,H,0.8,high,177.5
16,65,3,65.3,281,281,281,281,281,1,0,0,SCA,Ortho_control,3,H,L,L,0.5,high,177.5
16,66,1,66.1,249,249,249,249,249,1,0,0,SCA,Target,2,H,T,H,0.5,high,177.5
16,67,2,67.2,NA,NA,NA,257,NA,0,1,0,SCA,Homophone,1,H,L,L,0,low,177.5
16,68,3,68.3,423,423,423,423,423,1,0,0,SCA,Ortho_control,3,H,L,L,0,low,177.5
16,69,1,69.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0,low,177.5
16,70,2,70.2,169,169,169,388,169,1,1,0,SCA,Homophone,1,L,H,H,0,low,177.5
16,71,3,71.3,253,253,253,253,253,1,0,0,SCA,Ortho_control,3,L,H,L,0,low,177.5
16,72,1,72.1,195,NA,311,311,311,1,0,0,SCA,Target,2,L,T,L,0,low,177.5
16,73,2,73.2,328,328,328,328,328,1,0,0,SCA,Homophone,1,L,L,L,0.5,high,177.5
16,74,3,74.3,NA,NA,NA,558,NA,0,1,0,SCA,Ortho_control,3,L,H,H,0.4,high,177.5
16,75,1,75.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0.2,low,177.5
16,76,2,76.2,165,165,165,546,165,1,1,0,SCA,Homophone,1,L,H,H,0.7,high,177.5
16,77,3,77.3,241,241,241,563,241,1,1,0,SCA,Ortho_control,3,L,H,H,0.3,low,177.5
16,78,1,78.1,256,256,256,256,439,1,0,1,SCA,Target,2,L,T,L,0.6,high,177.5
16,79,2,79.2,219,NA,219,641,1050,1,0,1,SCA,Homophone,1,L,L,L,0.1,low,177.5
16,80,3,80.3,352,352,352,352,352,1,0,0,SCA,Ortho_control,3,L,H,H,0.8,high,177.5
16,81,1,81.1,443,443,443,443,443,1,0,0,SCA,Target,2,L,T,L,0.3,low,177.5
16,82,2,82.2,430,430,430,430,430,1,0,0,SCA,Homophone,1,H,H,H,0.9,high,177.5
16,83,3,83.3,249,249,249,485,249,1,1,0,SCA,Ortho_control,3,H,H,H,0.1,low,177.5
16,84,1,84.1,267,267,267,402,267,1,1,0,SCA,Target,2,H,T,H,0,low,177.5
16,85,2,85.2,602,602,602,602,602,1,0,0,SCA,Homophone,1,H,L,L,0.4,high,177.5
16,86,3,86.3,431,431,431,431,431,1,0,0,SCA,Ortho_control,3,H,L,L,0.7,high,177.5
16,87,1,87.1,156,156,156,156,156,1,0,0,SCA,Target,2,H,T,L,0.3,low,177.5
16,88,2,88.2,NA,NA,NA,221,NA,0,1,0,SCA,Homophone,1,L,H,L,0.4,high,177.5
16,89,3,89.3,301,NA,301,699,748,1,0,1,SCA,Ortho_control,3,L,L,L,0.4,high,177.5
16,90,1,90.1,134,NA,134,322,634,1,0,1,SCA,Target,2,L,T,L,0.4,high,177.5
16,91,2,91.2,201,201,201,201,201,1,0,0,SCA,Homophone,1,H,L,H,0.3,low,177.5
16,92,3,92.3,276,276,276,276,389,1,0,1,SCA,Ortho_control,3,H,H,H,0.4,high,177.5
16,93,1,93.1,150,150,150,150,150,1,0,0,SCA,Target,2,H,T,H,0.2,low,177.5
16,94,2,94.2,227,227,227,227,227,1,0,0,SCA,Homophone,1,L,H,H,0.9,high,177.5
16,95,3,95.3,NA,NA,NA,393,NA,0,1,0,SCA,Ortho_control,3,L,L,L,0.2,low,177.5
16,96,1,96.1,144,144,144,144,144,1,0,0,SCA,Target,2,L,T,L,0.2,low,177.5
16,97,2,97.2,257,257,257,257,257,1,0,0,SCA,Homophone,1,H,L,L,0.7,high,177.5
16,98,3,98.3,254,254,254,254,254,1,0,0,SCA,Ortho_control,3,H,L,L,0.9,high,177.5
16,99,1,99.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.3,low,177.5
16,100,2,100.2,277,277,277,277,277,1,0,0,SCA,Homophone,1,H,H,H,0.9,high,177.5
16,102,1,102.1,184,184,184,184,184,1,0,0,SCA,Target,2,H,T,H,0.1,low,177.5
16,103,2,103.2,509,509,509,509,509,1,0,0,SCA,Homophone,1,H,L,L,0.9,high,177.5
16,104,3,104.3,435,435,435,435,435,1,0,0,SCA,Ortho_control,3,H,L,L,1,high,177.5
16,105,1,105.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,1,high,177.5
16,106,2,106.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,H,0.1,low,177.5
16,107,3,107.3,246,246,246,246,246,1,0,0,SCA,Ortho_control,3,L,H,L,0,low,177.5
16,108,1,108.1,239,239,239,239,239,1,0,0,SCA,Target,2,L,T,L,0.5,high,177.5
16,109,2,109.2,174,174,174,621,174,1,1,0,SCA,Homophone,1,H,L,H,0.9,high,177.5
16,110,3,110.3,578,578,578,578,578,1,0,0,SCA,Ortho_control,3,H,H,H,0.5,high,177.5
16,111,1,111.1,118,NA,118,495,875,1,0,1,SCA,Target,2,H,T,H,1,high,177.5
16,112,2,112.2,192,NA,577,577,577,1,0,0,SCA,Homophone,1,L,H,H,0.5,high,177.5
16,113,3,113.3,159,159,159,159,159,1,0,0,SCA,Ortho_control,3,L,H,H,0.8,high,177.5
16,114,1,114.1,226,226,226,226,226,1,0,0,SCA,Target,2,L,T,L,0.4,high,177.5
16,115,2,115.2,411,411,411,411,411,1,0,0,SCA,Homophone,1,H,L,L,0.2,low,177.5
16,116,3,116.3,262,262,262,523,262,1,1,0,SCA,Ortho_control,3,H,L,L,0.5,high,177.5
16,117,1,117.1,225,225,225,225,225,1,0,0,SCA,Target,2,H,T,H,0.9,high,177.5
16,118,2,118.2,518,518,518,518,518,1,0,0,SCA,Homophone,1,H,H,H,0.1,low,177.5
16,119,3,119.3,NA,NA,NA,394,NA,0,1,0,SCA,Ortho_control,3,H,H,H,0,low,177.5
16,120,1,120.1,154,NA,154,788,1462,1,0,1,SCA,Target,2,H,T,H,0,low,177.5
16,121,2,121.2,395,395,395,395,395,1,0,0,SCA,Homophone,1,L,L,L,0.7,high,177.5
16,122,3,122.3,275,275,275,534,275,1,1,0,SCA,Ortho_control,3,L,H,H,0.3,low,177.5
16,123,1,123.1,220,220,220,220,220,1,0,0,SCA,Target,2,L,T,L,0.4,high,177.5
16,124,2,124.2,358,358,358,358,358,1,0,0,SCA,Homophone,1,L,H,L,0.2,low,177.5
16,125,3,125.3,242,242,242,242,242,1,0,0,SCA,Ortho_control,3,L,H,H,0.2,low,177.5
16,126,1,126.1,152,152,152,152,152,1,0,0,SCA,Target,2,L,T,L,0.1,low,177.5
16,127,2,127.2,318,318,318,318,318,1,0,0,SCA,Homophone,1,L,L,L,0.7,high,177.5
16,128,3,128.3,321,321,321,321,321,1,0,0,SCA,Ortho_control,3,L,L,L,0.1,low,177.5
16,130,2,130.2,244,244,244,244,244,1,0,0,SCA,Homophone,1,H,H,H,0.7,high,177.5
16,131,3,131.3,262,262,262,662,262,1,1,0,SCA,Ortho_control,3,H,L,L,0.1,low,177.5
16,132,1,132.1,257,257,257,257,257,1,0,0,SCA,Target,2,H,T,H,0.5,high,177.5
16,133,2,133.2,247,247,247,520,247,1,1,0,SCA,Homophone,1,H,L,H,0.7,high,177.5
16,134,3,134.3,232,232,232,232,232,1,0,0,SCA,Ortho_control,3,H,L,L,0.4,high,177.5
16,135,1,135.1,154,154,154,154,154,1,0,0,SCA,Target,2,H,T,H,0.4,high,177.5
16,136,2,136.2,298,298,298,298,298,1,0,0,SCA,Homophone,1,H,H,H,1,high,177.5
16,137,3,137.3,533,533,533,533,533,1,0,0,SCA,Ortho_control,3,H,L,H,0.2,low,177.5
16,138,1,138.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.3,low,177.5
16,139,2,139.2,286,286,286,286,286,1,0,0,SCA,Homophone,1,H,L,L,0.6,high,177.5
16,140,3,140.3,313,313,313,313,313,1,0,0,SCA,Ortho_control,3,H,H,H,0.7,high,177.5
16,141,1,141.1,161,161,161,161,161,1,0,0,SCA,Target,2,H,T,H,0.1,low,177.5
16,142,2,142.2,274,274,274,274,274,1,0,0,SCA,Homophone,1,L,H,H,0.8,high,177.5
16,143,3,143.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,L,H,H,0.1,low,177.5
16,144,1,144.1,246,246,246,246,246,1,0,0,SCA,Target,2,L,T,L,0.9,high,177.5
16,145,2,145.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,L,L,0.4,high,177.5
16,146,3,146.3,451,451,451,451,451,1,0,0,SCA,Ortho_control,3,H,L,L,0.3,low,177.5
16,147,1,147.1,259,259,259,379,259,1,1,0,SCA,Target,2,H,T,H,0.4,high,177.5
16,148,2,148.2,375,375,375,375,375,1,0,0,SCA,Homophone,1,L,H,L,0.4,high,177.5
16,149,3,149.3,NA,NA,NA,182,NA,0,1,0,SCA,Ortho_control,3,L,H,H,0.4,high,177.5
16,150,1,150.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0,low,177.5
16,151,2,151.2,190,190,190,969,190,1,1,0,SCA,Homophone,1,L,L,L,0,low,177.5
16,152,3,152.3,202,202,202,202,202,1,0,0,SCA,Ortho_control,3,L,L,L,0,low,177.5
16,153,1,153.1,206,206,206,206,206,1,0,0,SCA,Target,2,L,T,L,0.1,low,177.5
16,154,2,154.2,568,568,568,568,568,1,0,0,SCA,Homophone,1,L,H,H,1,high,177.5
16,155,3,155.3,360,360,360,360,360,1,0,0,SCA,Ortho_control,3,L,H,H,1,high,177.5
16,156,1,156.1,171,171,171,171,171,1,0,0,SCA,Target,2,L,T,L,0.4,high,177.5
16,158,3,158.3,307,307,307,307,307,1,0,0,SCA,Ortho_control,3,H,L,L,0.8,high,177.5
16,159,1,159.1,170,170,170,170,170,1,0,0,SCA,Target,2,H,T,H,0.3,low,177.5
16,160,2,160.2,253,253,253,456,253,1,1,0,SCA,Homophone,1,L,H,L,0.2,low,177.5
16,162,1,162.1,259,259,259,259,259,1,0,0,SCA,Target,2,L,T,L,0,low,177.5
16,163,2,163.2,163,163,163,163,163,1,0,0,SCA,Homophone,1,H,L,H,0.4,high,177.5
16,164,3,164.3,246,246,246,246,246,1,0,0,SCA,Ortho_control,3,H,L,H,0.2,low,177.5
16,165,1,165.1,175,175,175,175,175,1,0,0,SCA,Target,2,H,T,H,0,low,177.5
16,166,2,166.2,221,221,221,473,221,1,1,0,SCA,Homophone,1,H,L,H,0.8,high,177.5
16,167,3,167.3,248,248,248,648,248,1,1,0,SCA,Ortho_control,3,H,L,H,0.1,low,177.5
16,168,1,168.1,174,174,174,174,174,1,0,0,SCA,Target,2,H,T,H,0,low,177.5
17,1,2,1.2,184,184,184,184,184,1,0,0,SCA,Homophone,1,L,H,H,0,low,308
17,2,3,2.3,198,198,198,198,198,1,0,0,SCA,Ortho_control,3,L,H,L,0,low,308
17,3,1,3.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0,low,308
17,4,2,4.2,248,248,248,248,248,1,0,0,SCA,Homophone,1,H,L,L,0.1,low,308
17,5,3,5.3,208,NA,322,322,322,1,0,0,SCA,Ortho_control,3,H,L,L,0.6,high,308
17,6,1,6.1,254,254,254,254,254,1,0,0,SCA,Target,2,H,T,H,0.6,high,308
17,7,2,7.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,H,H,0.3,low,308
17,8,3,8.3,217,217,217,217,217,1,0,0,SCA,Ortho_control,3,H,H,H,0,low,308
17,9,1,9.1,166,166,166,166,166,1,0,0,SCA,Target,2,H,T,H,0.2,low,308
17,10,2,10.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,H,0.2,low,308
17,11,3,11.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,L,H,H,0.3,low,308
17,12,1,12.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0,low,308
17,13,2,13.2,218,218,218,218,388,1,0,1,SCA,Homophone,1,H,L,L,0.3,low,308
17,14,3,14.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,H,L,L,1,high,308
17,15,1,15.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.7,high,308
17,16,2,16.2,244,244,244,542,244,1,1,0,SCA,Homophone,1,H,H,H,0.9,high,308
