subject,item,condition,ID,ffd,sfd,gzd,tvt,gpt,skp,rgi,rgo,exp,wordtype,wordtype3,target.freq,relative.freq,word.freq,pred.raw,pred.split,divergence
29,101,1,101.1,161,161,161,161,161,1,0,0,SCA,Target,2,H,T,H,0,low,146.5
29,102,2,102.2,216,NA,523,523,523,1,0,0,SCA,Homophone,1,H,H,H,0.1,low,146.5
29,104,1,104.1,187,187,187,187,187,1,0,0,SCA,Target,2,H,T,H,1,high,146.5
29,105,2,105.2,366,366,366,366,366,1,0,0,SCA,Homophone,1,H,L,L,1,high,146.5
29,106,3,106.3,271,271,271,428,271,1,1,0,SCA,Ortho_control,3,L,H,L,0.1,low,146.5
29,107,1,107.1,157,157,157,157,249,1,0,1,SCA,Target,2,L,T,L,0,low,146.5
29,108,2,108.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,H,0.5,high,146.5
29,109,3,109.3,232,232,232,506,232,1,1,0,SCA,Ortho_control,3,H,H,H,0.9,high,146.5
29,110,1,110.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.5,high,146.5
29,111,2,111.2,142,142,142,142,142,1,0,0,SCA,Homophone,1,H,L,H,1,high,146.5
29,112,3,112.3,93,93,93,93,93,1,0,0,SCA,Ortho_control,3,L,H,H,0.5,high,146.5
29,113,1,113.1,164,164,164,164,164,1,0,0,SCA,Target,2,L,T,L,0.8,high,146.5
29,114,2,114.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,H,0.4,high,146.5
29,115,3,115.3,222,222,222,222,222,1,0,0,SCA,Ortho_control,3,H,L,L,0.2,low,146.5
29,116,1,116.1,170,170,170,170,268,1,0,1,SCA,Target,2,H,T,H,0.5,high,146.5
29,117,2,117.2,211,211,211,211,211,1,0,0,SCA,Homophone,1,H,L,L,0.9,high,146.5
29,118,3,118.3,323,323,323,473,323,1,1,0,SCA,Ortho_control,3,H,H,H,0.1,low,146.5
29,119,1,119.1,161,161,161,161,161,1,0,0,SCA,Target,2,H,T,H,0,low,146.5
29,120,2,120.2,326,326,326,326,636,1,0,1,SCA,Homophone,1,H,H,H,0,low,146.5
29,121,3,121.3,142,142,142,142,142,1,0,0,SCA,Ortho_control,3,L,H,H,0.7,high,146.5
29,122,1,122.1,439,439,439,439,439,1,0,0,SCA,Target,2,L,T,L,0.3,low,146.5
29,123,2,123.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,L,L,0.4,high,146.5
29,124,3,124.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,L,H,H,0.2,low,146.5
29,125,1,125.1,198,198,198,198,198,1,0,0,SCA,Target,2,L,T,L,0.2,low,146.5
29,126,2,126.2,194,NA,636,636,636,1,0,0,SCA,Homophone,1,L,H,L,0.1,low,146.5
29,127,3,127.3,248,248,248,248,248,1,0,0,SCA,Ortho_control,3,L,L,L,0.7,high,146.5
29,128,1,128.1,443,443,443,443,443,1,0,0,SCA,Target,2,L,T,L,0.1,low,146.5
29,129,2,129.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,L,L,0.3,low,146.5
29,130,3,130.3,175,NA,220,220,220,1,0,0,SCA,Ortho_control,3,H,L,L,0.7,high,146.5
29,131,1,131.1,254,NA,477,477,477,1,0,0,SCA,Target,2,H,T,H,0.1,low,146.5
29,132,2,132.2,235,235,235,350,235,1,1,0,SCA,Homophone,1,H,H,H,0.5,high,146.5
29,133,3,133.3,196,196,196,196,196,1,0,0,SCA,Ortho_control,3,H,L,L,0.7,high,146.5
29,134,1,134.1,165,165,165,165,165,1,0,0,SCA,Target,2,H,T,H,0.4,high,146.5
29,135,2,135.2,150,150,150,150,150,1,0,0,SCA,Homophone,1,H,L,H,0.4,high,146.5
29,136,3,136.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,H,L,H,1,high,146.5
29,137,1,137.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.2,low,146.5
29,138,2,138.2,143,143,143,329,143,1,0,0,SCA,Homophone,1,H,H,H,0.3,low,146.5
29,139,3,139.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,H,H,H,0.6,high,146.5
29,140,1,140.1,294,294,294,294,294,1,0,0,SCA,Target,2,H,T,H,0.7,high,146.5
29,141,2,141.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,L,L,0.1,low,146.5
29,142,3,142.3,290,290,290,290,290,1,0,0,SCA,Ortho_control,3,L,H,H,0.8,high,146.5
29,143,1,143.1,256,NA,376,376,376,1,0,0,SCA,Target,2,L,T,L,0.1,low,146.5
29,144,2,144.2,186,NA,405,405,405,1,0,0,SCA,Homophone,1,L,H,H,0.9,high,146.5
29,145,3,145.3,275,275,275,275,275,1,0,0,SCA,Ortho_control,3,H,L,L,0.4,high,146.5
29,146,1,146.1,172,NA,371,371,371,1,0,0,SCA,Target,2,H,T,H,0.3,low,146.5
29,147,2,147.2,NA,NA,NA,154,NA,0,1,0,SCA,Homophone,1,H,L,L,0.4,high,146.5
29,148,3,148.3,152,152,152,152,152,1,0,0,SCA,Ortho_control,3,L,H,H,0.4,high,146.5
29,149,1,149.1,164,164,164,164,164,1,0,0,SCA,Target,2,L,T,L,0.4,high,146.5
29,150,2,150.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,L,0,low,146.5
29,151,3,151.3,310,310,310,310,310,1,0,0,SCA,Ortho_control,3,L,L,L,0,low,146.5
29,152,1,152.1,125,125,125,125,125,1,0,0,SCA,Target,2,L,T,L,0,low,146.5
29,153,2,153.2,337,337,337,337,337,1,0,0,SCA,Homophone,1,L,L,L,0.1,low,146.5
29,154,3,154.3,195,195,195,195,195,1,0,0,SCA,Ortho_control,3,L,H,H,1,high,146.5
29,156,2,156.2,185,185,185,398,185,1,0,0,SCA,Homophone,1,L,H,H,0.4,high,146.5
29,157,3,157.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,H,L,L,0.4,high,146.5
29,158,1,158.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.8,high,146.5
29,159,2,159.2,228,228,228,228,228,1,0,0,SCA,Homophone,1,H,L,H,0.3,low,146.5
29,160,3,160.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,L,H,H,0.2,low,146.5
29,161,1,161.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0.4,high,146.5
29,162,2,162.2,162,162,162,162,162,1,0,0,SCA,Homophone,1,L,H,L,0,low,146.5
29,163,3,163.3,171,NA,369,369,369,1,0,0,SCA,Ortho_control,3,H,L,H,0.4,high,146.5
29,164,1,164.1,162,NA,331,331,331,1,0,0,SCA,Target,2,H,T,H,0.2,low,146.5
29,165,2,165.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,L,H,0,low,146.5
29,166,3,166.3,381,381,381,381,381,1,0,0,SCA,Ortho_control,3,H,L,H,0.8,high,146.5
29,167,1,167.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.1,low,146.5
29,168,2,168.2,215,215,215,215,215,1,0,0,SCA,Homophone,1,H,L,H,0,low,146.5
30,1,3,1.3,133,NA,268,268,268,1,0,0,SCA,Ortho_control,3,L,H,L,0,low,230.5
30,2,1,2.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0,low,230.5
30,3,2,3.2,144,144,144,144,144,1,0,0,SCA,Homophone,1,L,H,H,0,low,230.5
30,4,3,4.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,H,L,L,0.1,low,230.5
30,5,1,5.1,386,NA,665,665,665,1,0,0,SCA,Target,2,H,T,H,0.6,high,230.5
30,6,2,6.2,144,144,144,144,144,1,0,0,SCA,Homophone,1,H,L,L,0.6,high,230.5
30,7,3,7.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,H,H,H,0.3,low,230.5
30,8,1,8.1,185,185,185,185,185,1,0,0,SCA,Target,2,H,T,H,0,low,230.5
30,9,2,9.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,H,H,0.2,low,230.5
30,11,1,11.1,332,332,332,332,332,1,0,0,SCA,Target,2,L,T,L,0.3,low,230.5
30,12,2,12.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,H,0,low,230.5
30,14,1,14.1,164,164,164,164,164,1,0,0,SCA,Target,2,H,T,H,1,high,230.5
30,15,2,15.2,258,258,258,258,258,1,0,0,SCA,Homophone,1,H,L,L,0.7,high,230.5
30,16,3,16.3,NA,NA,NA,175,NA,0,0,0,SCA,Ortho_control,3,H,H,H,0.9,high,230.5
30,17,1,17.1,184,184,184,184,184,1,0,0,SCA,Target,2,H,T,L,0.8,high,230.5
30,18,2,18.2,NA,NA,NA,239,NA,0,1,0,SCA,Homophone,1,H,H,H,0.8,high,230.5
30,19,3,19.3,170,170,170,170,170,1,0,0,SCA,Ortho_control,3,H,H,H,1,high,230.5
30,20,1,20.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,1,high,230.5
30,21,2,21.2,193,193,193,193,193,1,0,0,SCA,Homophone,1,H,L,L,0.7,high,230.5
30,23,1,23.1,243,243,243,243,243,1,0,0,SCA,Target,2,L,T,L,0.3,low,230.5
30,24,2,24.2,196,196,196,196,196,1,0,0,SCA,Homophone,1,L,H,H,0.2,low,230.5
30,25,3,25.3,NA,NA,NA,176,NA,0,1,0,SCA,Ortho_control,3,H,H,H,0,low,230.5
30,26,1,26.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0,low,230.5
30,27,2,27.2,NA,NA,NA,166,NA,0,1,0,SCA,Homophone,1,H,L,L,0,low,230.5
30,28,3,28.3,214,214,214,214,214,1,0,0,SCA,Ortho_control,3,L,H,L,0.1,low,230.5
30,29,1,29.1,263,263,263,263,263,1,0,0,SCA,Target,2,L,T,L,0,low,230.5
30,31,3,31.3,219,219,219,219,219,1,0,0,SCA,Ortho_control,3,H,L,H,0.6,high,230.5
30,32,1,32.1,NA,NA,NA,181,NA,0,1,0,SCA,Target,2,H,T,H,0.1,low,230.5
30,33,2,33.2,194,194,194,417,194,1,1,0,SCA,Homophone,1,H,L,L,0.9,high,230.5
30,34,3,34.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,L,H,H,0.5,high,230.5
30,35,1,35.1,460,460,460,460,460,1,0,0,SCA,Target,2,L,T,L,0.9,high,230.5
30,36,2,36.2,259,259,259,259,259,1,0,0,SCA,Homophone,1,L,H,H,0.4,high,230.5
30,37,3,37.3,NA,NA,NA,519,NA,0,1,0,SCA,Ortho_control,3,L,L,L,0,low,230.5
30,38,1,38.1,182,182,182,182,182,1,0,0,SCA,Target,2,L,T,L,0.9,high,230.5
30,39,2,39.2,180,NA,328,328,328,1,0,0,SCA,Homophone,1,L,L,L,0.3,low,230.5
30,40,3,40.3,258,258,258,258,258,1,0,0,SCA,Ortho_control,3,L,H,L,0.3,low,230.5
30,41,1,41.1,207,NA,431,431,431,1,0,0,SCA,Target,2,L,T,L,0.2,low,230.5
30,42,2,42.2,303,303,303,303,303,1,0,0,SCA,Homophone,1,L,H,L,0,low,230.5
30,43,3,43.3,303,303,303,544,303,1,1,0,SCA,Ortho_control,3,L,L,L,0.7,high,230.5
30,44,1,44.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0,low,230.5
30,45,2,45.2,183,183,183,183,183,1,0,0,SCA,Homophone,1,L,L,L,0.1,low,230.5
30,46,3,46.3,171,171,171,171,171,1,0,0,SCA,Ortho_control,3,L,H,L,0,low,230.5
30,47,1,47.1,257,257,257,257,257,1,0,0,SCA,Target,2,L,T,L,0.1,low,230.5
30,48,2,48.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,L,0,low,230.5
30,49,3,49.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,L,H,H,0,low,230.5
30,51,2,51.2,275,NA,433,433,433,1,0,0,SCA,Homophone,1,L,L,L,0.7,high,230.5
30,52,3,52.3,152,152,152,152,152,1,0,0,SCA,Ortho_control,3,H,H,H,1,high,230.5
30,53,1,53.1,202,202,202,202,202,1,0,0,SCA,Target,2,H,T,H,0.8,high,230.5
30,54,2,54.2,146,146,146,146,146,1,0,0,SCA,Homophone,1,H,H,H,1,high,230.5
30,55,3,55.3,126,NA,126,622,424,1,1,1,SCA,Ortho_control,3,L,L,L,0,low,230.5
30,56,1,56.1,257,257,257,257,257,1,0,0,SCA,Target,2,L,T,L,0.1,low,230.5
30,57,2,57.2,243,243,243,243,243,1,0,0,SCA,Homophone,1,L,L,L,0,low,230.5
30,58,3,58.3,317,317,317,317,317,1,0,0,SCA,Ortho_control,3,L,H,H,0.2,low,230.5
30,59,1,59.1,239,239,239,239,239,1,0,0,SCA,Target,2,L,T,L,0.6,high,230.5
30,60,2,60.2,NA,NA,NA,169,NA,0,1,0,SCA,Homophone,1,L,H,H,0.8,high,230.5
30,61,3,61.3,184,184,184,358,184,1,1,0,SCA,Ortho_control,3,H,L,L,0,low,230.5
30,62,1,62.1,216,216,216,216,216,1,0,0,SCA,Target,2,H,T,H,0.9,high,230.5
30,63,2,63.2,187,187,187,187,187,1,0,0,SCA,Homophone,1,H,L,H,0.9,high,230.5
30,64,3,64.3,353,353,353,353,353,1,0,0,SCA,Ortho_control,3,H,L,L,0.8,high,230.5
30,65,1,65.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.5,high,230.5
30,66,2,66.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,H,H,0.5,high,230.5
30,67,3,67.3,217,217,217,368,217,1,1,0,SCA,Ortho_control,3,H,L,L,0,low,230.5
30,68,1,68.1,204,204,204,204,204,1,0,0,SCA,Target,2,H,T,H,0,low,230.5
30,69,2,69.2,176,176,176,176,291,1,0,1,SCA,Homophone,1,H,L,L,0,low,230.5
30,70,3,70.3,392,392,392,392,392,1,0,0,SCA,Ortho_control,3,L,H,L,0,low,230.5
30,71,1,71.1,157,NA,157,338,546,1,0,1,SCA,Target,2,L,T,L,0,low,230.5
30,72,2,72.2,295,295,295,602,295,1,1,0,SCA,Homophone,1,L,H,H,0,low,230.5
30,73,3,73.3,254,254,254,254,254,1,0,0,SCA,Ortho_control,3,L,H,H,0.5,high,230.5
30,74,1,74.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0.4,high,230.5
30,75,2,75.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,L,L,0.2,low,230.5
30,76,3,76.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,L,H,H,0.7,high,230.5
30,77,1,77.1,174,174,174,174,174,1,0,0,SCA,Target,2,L,T,L,0.3,low,230.5
30,79,3,79.3,220,220,220,220,220,1,0,0,SCA,Ortho_control,3,L,H,H,0.1,low,230.5
30,80,1,80.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0.8,high,230.5
30,82,3,82.3,184,NA,184,461,721,1,0,1,SCA,Ortho_control,3,H,H,H,0.9,high,230.5
30,83,1,83.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.1,low,230.5
30,84,2,84.2,168,168,168,168,168,1,0,0,SCA,Homophone,1,H,H,H,0,low,230.5
30,85,3,85.3,NA,NA,NA,254,NA,0,1,0,SCA,Ortho_control,3,H,L,L,0.4,high,230.5
30,86,1,86.1,222,222,222,368,222,1,1,0,SCA,Target,2,H,T,L,0.7,high,230.5
30,87,2,87.2,218,218,218,218,218,1,0,0,SCA,Homophone,1,H,L,L,0.3,low,230.5
30,88,3,88.3,196,196,196,196,196,1,0,0,SCA,Ortho_control,3,L,L,L,0.4,high,230.5
30,89,1,89.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0.4,high,230.5
30,90,2,90.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,L,0.4,high,230.5
30,91,3,91.3,154,154,154,341,154,1,1,0,SCA,Ortho_control,3,H,H,H,0.3,low,230.5
30,92,1,92.1,182,182,182,182,182,1,0,0,SCA,Target,2,H,T,H,0.4,high,230.5
30,93,2,93.2,155,155,155,155,155,1,0,0,SCA,Homophone,1,H,L,H,0.2,low,230.5
30,94,3,94.3,184,184,184,184,184,1,0,0,SCA,Ortho_control,3,L,L,L,0.9,high,230.5
30,95,1,95.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0.2,low,230.5
30,96,2,96.2,177,177,177,177,177,1,0,0,SCA,Homophone,1,L,H,H,0.2,low,230.5
30,97,3,97.3,156,156,156,357,156,1,1,0,SCA,Ortho_control,3,H,L,L,0.7,high,230.5
30,98,1,98.1,244,244,244,244,244,1,0,0,SCA,Target,2,H,T,H,0.9,high,230.5
30,99,2,99.2,175,175,175,175,175,1,0,0,SCA,Homophone,1,H,L,L,0.3,low,230.5
30,101,1,101.1,228,228,228,228,228,1,0,0,SCA,Target,2,H,T,H,0,low,230.5
30,102,2,102.2,318,NA,373,373,373,1,0,0,SCA,Homophone,1,H,H,H,0.1,low,230.5
30,103,3,103.3,161,161,161,161,161,1,0,0,SCA,Ortho_control,3,H,L,L,0.9,high,230.5
30,104,1,104.1,279,279,279,279,279,1,0,0,SCA,Target,2,H,T,H,1,high,230.5
30,105,2,105.2,261,261,261,261,261,1,0,0,SCA,Homophone,1,H,L,L,1,high,230.5
30,106,3,106.3,189,189,189,237,189,1,1,0,SCA,Ortho_control,3,L,H,L,0.1,low,230.5
30,107,1,107.1,170,170,170,170,170,1,0,0,SCA,Target,2,L,T,L,0,low,230.5
30,110,1,110.1,167,167,167,167,167,1,0,0,SCA,Target,2,H,T,H,0.5,high,230.5
30,111,2,111.2,NA,NA,NA,118,NA,0,1,0,SCA,Homophone,1,H,L,H,1,high,230.5
30,112,3,112.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,L,H,H,0.5,high,230.5
30,113,1,113.1,193,193,193,193,193,1,0,0,SCA,Target,2,L,T,L,0.8,high,230.5
30,114,2,114.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,H,0.4,high,230.5
30,115,3,115.3,179,179,179,179,179,1,0,0,SCA,Ortho_control,3,H,L,L,0.2,low,230.5
30,116,1,116.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.5,high,230.5
30,117,2,117.2,183,183,183,445,183,1,1,0,SCA,Homophone,1,H,L,L,0.9,high,230.5
30,118,3,118.3,NA,NA,NA,236,NA,0,1,0,SCA,Ortho_control,3,H,H,H,0.1,low,230.5
30,119,1,119.1,211,211,211,211,211,1,0,0,SCA,Target,2,H,T,H,0,low,230.5
30,120,2,120.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,H,H,0,low,230.5
30,121,3,121.3,158,158,158,158,158,1,0,0,SCA,Ortho_control,3,L,H,H,0.7,high,230.5
30,122,1,122.1,195,195,195,195,195,1,0,0,SCA,Target,2,L,T,L,0.3,low,230.5
30,123,2,123.2,413,413,413,413,413,1,0,0,SCA,Homophone,1,L,L,L,0.4,high,230.5
30,124,3,124.3,263,263,263,503,263,1,1,0,SCA,Ortho_control,3,L,H,H,0.2,low,230.5
30,125,1,125.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0.2,low,230.5
30,126,2,126.2,220,220,220,220,220,1,0,0,SCA,Homophone,1,L,H,L,0.1,low,230.5
30,127,3,127.3,241,241,241,241,241,1,0,0,SCA,Ortho_control,3,L,L,L,0.7,high,230.5
30,128,1,128.1,152,152,152,152,152,1,0,0,SCA,Target,2,L,T,L,0.1,low,230.5
30,130,3,130.3,176,176,176,176,176,1,0,0,SCA,Ortho_control,3,H,L,L,0.7,high,230.5
30,132,2,132.2,191,191,191,191,191,1,0,0,SCA,Homophone,1,H,H,H,0.5,high,230.5
30,133,3,133.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,H,L,L,0.7,high,230.5
30,134,1,134.1,186,186,186,186,186,1,0,0,SCA,Target,2,H,T,H,0.4,high,230.5
30,135,2,135.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,L,H,0.4,high,230.5
30,136,3,136.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,H,L,H,1,high,230.5
30,137,1,137.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,H,T,H,0.2,low,230.5
30,138,2,138.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,H,H,0.3,low,230.5
30,139,3,139.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,H,H,H,0.6,high,230.5
30,140,1,140.1,258,258,258,258,258,1,0,0,SCA,Target,2,H,T,H,0.7,high,230.5
30,141,2,141.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,L,L,0.1,low,230.5
30,142,3,142.3,245,245,245,245,245,1,0,0,SCA,Ortho_control,3,L,H,H,0.8,high,230.5
30,143,1,143.1,184,184,184,184,184,1,0,0,SCA,Target,2,L,T,L,0.1,low,230.5
30,144,2,144.2,218,218,218,218,218,1,0,0,SCA,Homophone,1,L,H,H,0.9,high,230.5
30,145,3,145.3,266,266,266,266,266,1,0,0,SCA,Ortho_control,3,H,L,L,0.4,high,230.5
30,146,1,146.1,405,405,405,405,405,1,0,0,SCA,Target,2,H,T,H,0.3,low,230.5
30,147,2,147.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,L,L,0.4,high,230.5
30,148,3,148.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,L,H,H,0.4,high,230.5
30,149,1,149.1,210,210,210,210,210,1,0,0,SCA,Target,2,L,T,L,0.4,high,230.5
30,150,2,150.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,L,0,low,230.5
30,151,3,151.3,277,277,277,277,277,1,0,0,SCA,Ortho_control,3,L,L,L,0,low,230.5
30,152,1,152.1,281,281,281,281,281,1,0,0,SCA,Target,2,L,T,L,0,low,230.5
30,153,2,153.2,266,266,266,266,266,1,0,0,SCA,Homophone,1,L,L,L,0.1,low,230.5
30,154,3,154.3,172,NA,423,423,423,1,0,0,SCA,Ortho_control,3,L,H,H,1,high,230.5
30,156,2,156.2,231,NA,381,381,381,1,0,0,SCA,Homophone,1,L,H,H,0.4,high,230.5
30,157,3,157.3,259,259,259,259,259,1,0,0,SCA,Ortho_control,3,H,L,L,0.4,high,230.5
30,158,1,158.1,176,176,176,176,176,1,0,0,SCA,Target,2,H,T,H,0.8,high,230.5
30,159,2,159.2,NA,NA,NA,121,NA,0,1,0,SCA,Homophone,1,H,L,H,0.3,low,230.5
30,160,3,160.3,NA,NA,NA,NA,NA,0,0,0,SCA,Ortho_control,3,L,H,H,0.2,low,230.5
30,161,1,161.1,NA,NA,NA,NA,NA,0,0,0,SCA,Target,2,L,T,L,0.4,high,230.5
30,162,2,162.2,204,204,204,204,204,1,0,0,SCA,Homophone,1,L,H,L,0,low,230.5
30,163,3,163.3,173,173,173,173,173,1,0,0,SCA,Ortho_control,3,H,L,H,0.4,high,230.5
30,164,1,164.1,230,230,230,230,230,1,0,0,SCA,Target,2,H,T,H,0.2,low,230.5
30,165,2,165.2,211,211,211,211,211,1,0,0,SCA,Homophone,1,H,L,H,0,low,230.5
30,166,3,166.3,NA,NA,NA,251,NA,0,1,0,SCA,Ortho_control,3,H,L,H,0.8,high,230.5
30,167,1,167.1,160,160,160,160,160,1,0,0,SCA,Target,2,H,T,H,0.1,low,230.5
30,168,2,168.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,L,H,0,low,230.5
31,1,3,1.3,137,137,137,253,276,1,1,1,SCA,Ortho_control,3,L,H,L,0,low,225.5
31,2,1,2.1,128,NA,128,439,698,1,0,1,SCA,Target,2,L,T,L,0,low,225.5
31,3,2,3.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,L,H,H,0,low,225.5
31,4,3,4.3,215,215,215,934,215,1,1,0,SCA,Ortho_control,3,H,L,L,0.1,low,225.5
31,5,1,5.1,149,149,149,149,149,1,0,0,SCA,Target,2,H,T,H,0.6,high,225.5
31,6,2,6.2,227,227,227,227,227,1,0,0,SCA,Homophone,1,H,L,L,0.6,high,225.5
31,7,3,7.3,241,241,241,449,241,1,0,0,SCA,Ortho_control,3,H,H,H,0.3,low,225.5
31,8,1,8.1,NA,NA,NA,154,NA,0,1,0,SCA,Target,2,H,T,H,0,low,225.5
31,9,2,9.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,H,H,0.2,low,225.5
31,10,3,10.3,293,293,293,293,441,1,0,1,SCA,Ortho_control,3,L,H,H,0.2,low,225.5
31,11,1,11.1,393,393,393,393,393,1,0,0,SCA,Target,2,L,T,L,0.3,low,225.5
31,12,2,12.2,306,306,306,616,306,1,1,0,SCA,Homophone,1,L,H,H,0,low,225.5
31,13,3,13.3,272,272,272,272,488,1,0,1,SCA,Ortho_control,3,H,L,L,0.3,low,225.5
31,14,1,14.1,176,176,176,176,176,1,0,0,SCA,Target,2,H,T,H,1,high,225.5
31,15,2,15.2,300,300,300,1223,300,1,1,0,SCA,Homophone,1,H,L,L,0.7,high,225.5
31,16,3,16.3,NA,NA,NA,225,NA,0,1,0,SCA,Ortho_control,3,H,H,H,0.9,high,225.5
31,17,1,17.1,354,354,354,354,354,1,0,0,SCA,Target,2,H,T,L,0.8,high,225.5
31,18,2,18.2,240,240,240,240,240,1,0,0,SCA,Homophone,1,H,H,H,0.8,high,225.5
31,19,3,19.3,305,305,305,771,681,1,1,1,SCA,Ortho_control,3,H,H,H,1,high,225.5
31,20,1,20.1,236,236,236,236,236,1,0,0,SCA,Target,2,H,T,H,1,high,225.5
31,21,2,21.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,L,L,0.7,high,225.5
31,22,3,22.3,92,NA,250,508,250,1,1,0,SCA,Ortho_control,3,L,H,H,0.5,high,225.5
31,23,1,23.1,288,288,288,288,288,1,0,0,SCA,Target,2,L,T,L,0.3,low,225.5
31,24,2,24.2,221,NA,221,826,1008,1,1,1,SCA,Homophone,1,L,H,H,0.2,low,225.5
31,25,3,25.3,267,267,267,267,267,1,0,0,SCA,Ortho_control,3,H,H,H,0,low,225.5
31,26,1,26.1,190,190,190,190,190,1,0,0,SCA,Target,2,H,T,H,0,low,225.5
31,27,2,27.2,NA,NA,NA,281,NA,0,1,0,SCA,Homophone,1,H,L,L,0,low,225.5
31,29,1,29.1,206,NA,206,920,1349,1,0,1,SCA,Target,2,L,T,L,0,low,225.5
31,30,2,30.2,248,248,248,248,248,1,0,0,SCA,Homophone,1,L,H,L,0,low,225.5
31,31,3,31.3,161,161,161,161,277,1,0,1,SCA,Ortho_control,3,H,L,H,0.6,high,225.5
31,32,1,32.1,NA,NA,NA,304,NA,0,1,0,SCA,Target,2,H,T,H,0.1,low,225.5
31,33,2,33.2,NA,NA,NA,NA,NA,0,0,0,SCA,Homophone,1,H,L,L,0.9,high,225.5
31,34,3,34.3,NA,NA,NA,725,NA,0,1,0,SCA,Ortho_control,3,L,H,H,0.5,high,225.5
31,35,1,35.1,139,139,139,139,139,1,0,0,SCA,Target,2,L,T,L,0.9,high,225.5
31,37,3,37.3,285,285,285,432,285,1,0,0,SCA,Ortho_control,3,L,L,L,0,low,225.5
31,38,1,38.1,301,301,301,301,796,1,0,1,SCA,Target,2,L,T,L,0.9,high,225.5
